Start,End,DonorLineage,RecipientStrain,log(BF),StrainName,Event_type
484,519,13,324,6.2,NOV_Cry56Aa4_56.4_PER37538.1,recent
2418,2432,8,324,24.1,NOV_Cry56Aa4_56.4_PER37538.1,recent
2637,2678,30,324,87.4,NOV_Cry56Aa4_56.4_PER37538.1,recent
3014,3048,24,324,14.5,NOV_Cry56Aa4_56.4_PER37538.1,recent
4036,4038,13,324,6.9,NOV_Cry56Aa4_56.4_PER37538.1,recent
4207,4233,28,324,21.8,NOV_Cry56Aa4_56.4_PER37538.1,recent
2566,2652,29,327,14.4,BT_Cry57Aa1,recent
342,593,30,328,12.5,NOV_Cry21Ea1_32.5_AGS78122.1,recent
1969,2047,30,329,8.2,NOV_Cry21Ea1_36.9_AGS78123.2,recent
2431,2535,29,329,2.5,NOV_Cry21Ea1_36.9_AGS78123.2,recent
1,106,15,330,3.4,NOV_Cry5Ba1_27.2_AZR80678.1,recent
334,704,29,330,15.3,NOV_Cry5Ba1_27.2_AZR80678.1,recent
765,807,16,330,40.4,NOV_Cry5Ba1_27.2_AZR80678.1,recent
808,811,23,330,8.8,NOV_Cry5Ba1_27.2_AZR80678.1,recent
821,827,1,330,8,NOV_Cry5Ba1_27.2_AZR80678.1,recent
828,830,13,330,6.4,NOV_Cry5Ba1_27.2_AZR80678.1,recent
831,904,25,330,4,NOV_Cry5Ba1_27.2_AZR80678.1,recent
1932,2049,29,330,3.2,NOV_Cry5Ba1_27.2_AZR80678.1,recent
2050,2057,30,330,7,NOV_Cry5Ba1_27.2_AZR80678.1,recent
2058,2068,9,330,17,NOV_Cry5Ba1_27.2_AZR80678.1,recent
2197,2310,29,330,3.9,NOV_Cry5Ba1_27.2_AZR80678.1,recent
2311,2415,27,330,3.3,NOV_Cry5Ba1_27.2_AZR80678.1,recent
2461,2604,18,330,5.9,NOV_Cry5Ba1_27.2_AZR80678.1,recent
2605,2918,30,330,17.4,NOV_Cry5Ba1_27.2_AZR80678.1,recent
2919,3029,18,330,3.7,NOV_Cry5Ba1_27.2_AZR80678.1,recent
828,899,16,331,3.8,NOV_Cry5Ba1_48.7_TEA80813.1,recent
900,971,11,331,0.2,NOV_Cry5Ba1_48.7_TEA80813.1,recent
972,1133,16,331,25.1,NOV_Cry5Ba1_48.7_TEA80813.1,recent
2430,2587,29,331,4.7,NOV_Cry5Ba1_48.7_TEA80813.1,recent
3537,3546,19,331,6.4,NOV_Cry5Ba1_48.7_TEA80813.1,recent
4488,4660,29,331,0.1,NOV_Cry5Ba1_48.7_TEA80813.1,recent
4674,4697,25,331,11.1,NOV_Cry5Ba1_48.7_TEA80813.1,recent
1,72,17,332,3.4,NOV_Cry65Aa2_55.6_PDY37670.1,recent
88,152,28,332,2.7,NOV_Cry65Aa2_55.6_PDY37670.1,recent
1015,1055,27,332,1.6,NOV_Cry65Aa2_55.6_PDY37670.1,recent
1056,1109,11,332,2.3,NOV_Cry65Aa2_55.6_PDY37670.1,recent
1185,1245,14,332,2.4,NOV_Cry65Aa2_55.6_PDY37670.1,recent
1253,1286,14,332,0.1,NOV_Cry65Aa2_55.6_PDY37670.1,recent
1287,1506,18,332,17.5,NOV_Cry65Aa2_55.6_PDY37670.1,recent
1533,1670,28,332,20.6,NOV_Cry65Aa2_55.6_PDY37670.1,recent
1987,2054,5,332,3,NOV_Cry65Aa2_55.6_PDY37670.1,recent
2076,2120,28,332,0.9,NOV_Cry65Aa2_55.6_PDY37670.1,recent
2169,2275,28,332,3.4,NOV_Cry65Aa2_55.6_PDY37670.1,recent
2428,2464,14,332,0.3,NOV_Cry65Aa2_55.6_PDY37670.1,recent
2465,2590,11,332,1.2,NOV_Cry65Aa2_55.6_PDY37670.1,recent
2591,2629,18,332,0.5,NOV_Cry65Aa2_55.6_PDY37670.1,recent
2648,2740,18,332,5.3,NOV_Cry65Aa2_55.6_PDY37670.1,recent
2774,2930,27,332,11.4,NOV_Cry65Aa2_55.6_PDY37670.1,recent
2931,3124,28,332,15,NOV_Cry65Aa2_55.6_PDY37670.1,recent
3125,3207,23,332,4.4,NOV_Cry65Aa2_55.6_PDY37670.1,recent
3709,3727,3,332,11.6,NOV_Cry65Aa2_55.6_PDY37670.1,recent
3728,3765,19,332,1.1,NOV_Cry65Aa2_55.6_PDY37670.1,recent
224,234,26,333,5.2,NOV_Cry68Aa1_46.2_ARJ25655.1,recent
1882,1912,24,333,4.8,NOV_Cry68Aa1_46.2_ARJ25655.1,recent
4799,4834,18,333,0.6,NOV_Cry68Aa1_46.2_ARJ25655.1,recent
4845,4888,13,333,12.9,NOV_Cry68Aa1_46.2_ARJ25655.1,recent
2756,2765,1,334,7,NOV_Cry68Aa1_74.8_WP_103592020.1,recent
2660,2917,21,336,21,NOV_Cry69Aa2_62.7_WP_103591151.1,recent
2659,2695,22,337,0.3,NOV_Cry69Ab1_58.0_PER42111.1,recent
2696,2773,15,337,3.9,NOV_Cry69Ab1_58.0_PER42111.1,recent
2785,2849,20,337,2.7,NOV_Cry69Ab1_58.0_PER42111.1,recent
2850,3040,28,337,14.7,NOV_Cry69Ab1_58.0_PER42111.1,recent
2662,2783,25,338,8,NOV_Cry69Ab1_59.2_WP_103591619.1,recent
2784,2844,1,338,2.3,NOV_Cry69Ab1_59.2_WP_103591619.1,recent
2845,2988,14,338,10.2,NOV_Cry69Ab1_59.2_WP_103591619.1,recent
2221,2231,22,340,17.7,NOV_Cry70Bb1_67.1_OUB77817.1,recent
2232,2238,4,340,12.1,NOV_Cry70Bb1_67.1_OUB77817.1,recent
4480,4494,27,340,23.3,NOV_Cry70Bb1_67.1_OUB77817.1,recent
1882,1949,24,341,2.5,NOV_Cry71Aa1_65.9_PER41598.1,recent
596,798,29,342,6.3,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
819,827,29,342,14.1,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
828,833,18,342,5.5,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
1124,1175,29,342,1.4,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
1477,1522,18,342,2.1,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
1523,1527,11,342,6.4,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
1555,1571,9,342,21.8,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
1572,1598,6,342,1.5,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
1599,1623,21,342,13.7,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
1691,1797,18,342,4.3,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
1798,1803,2,342,9.2,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
1804,1806,30,342,4.5,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
1807,1866,29,342,32,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
1944,2046,29,342,10.8,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
2047,2066,30,342,10.3,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
2067,2104,18,342,34.1,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
2105,2178,29,342,3.4,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
2223,2404,22,342,0.4,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
3273,3295,8,342,9.1,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
3474,3501,21,342,7.5,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
3502,3634,30,342,8.6,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
3726,3778,30,342,2.8,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
3867,3899,30,342,18.6,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
4239,4247,20,342,10.3,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
4248,4301,6,342,7.9,NOV_Cry73Aa1_40.0_PQQ47537.1,recent
219,278,25,344,18.9,NOV_Cry7Ba1_84.3_AFI42043.1,recent
3749,4694,29,346,28.1,BT_Cry7Ca1,recent
1,77,28,347,3,NOV_Cry7Cb1_60.4_OTY00887.1,recent
812,824,4,347,2.9,NOV_Cry7Cb1_60.4_OTY00887.1,recent
1091,1153,14,347,24.6,NOV_Cry7Cb1_60.4_OTY00887.1,recent
1839,1932,26,347,4.4,NOV_Cry7Cb1_60.4_OTY00887.1,recent
1933,1980,30,347,0.7,NOV_Cry7Cb1_60.4_OTY00887.1,recent
2998,3061,26,347,1.9,NOV_Cry7Cb1_60.4_OTY00887.1,recent
3062,3105,18,347,0.4,NOV_Cry7Cb1_60.4_OTY00887.1,recent
3451,3509,17,347,4.6,NOV_Cry7Cb1_60.4_OTY00887.1,recent
3780,3848,22,347,2.3,NOV_Cry7Cb1_60.4_OTY00887.1,recent
4084,4270,27,347,12.3,NOV_Cry7Cb1_60.4_OTY00887.1,recent
3863,4158,25,348,17.2,NOV_Cry7Ea2_99.9_AFI42038.1,recent
2483,2518,11,349,0.3,BT_Cry7Fb3,recent
3932,4085,24,349,11.5,BT_Cry7Fb3,recent
4086,4203,10,349,7.9,BT_Cry7Fb3,recent
4503,4604,25,349,6.4,BT_Cry7Fb3,recent
4605,4647,28,349,0.9,BT_Cry7Fb3,recent
4697,4713,13,349,13.2,BT_Cry7Fb3,recent
4714,4776,10,349,2.7,BT_Cry7Fb3,recent
4777,4826,27,349,1.5,BT_Cry7Fb3,recent
4856,4921,14,349,3,BT_Cry7Fb3,recent
4922,5033,10,349,7.4,BT_Cry7Fb3,recent
1,67,3,350,1.5,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
795,806,10,350,14.7,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
807,941,18,350,2,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
1511,1526,19,350,0.7,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
1527,1536,1,350,13.9,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
1537,1557,11,350,12.4,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
1558,1596,12,350,11.8,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
1597,1621,17,350,4.3,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
1806,1831,18,350,2.4,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
1911,1983,27,350,1.9,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
2325,2481,3,350,8.1,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
2589,2701,4,350,4.8,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
4496,4599,16,350,4.1,NOV_Cry7Gb1_28.6_WP_103574454.1,recent
127,1120,25,352,110.6,NOV_Cry8Aa1_47.1_EEM92570.1,recent
1121,1138,20,352,32,NOV_Cry8Aa1_47.1_EEM92570.1,recent
1295,1800,25,352,27.2,NOV_Cry8Aa1_47.1_EEM92570.1,recent
1801,1867,21,352,14.6,NOV_Cry8Aa1_47.1_EEM92570.1,recent
2048,2088,25,352,15,NOV_Cry8Aa1_47.1_EEM92570.1,recent
2089,2106,28,352,5.5,NOV_Cry8Aa1_47.1_EEM92570.1,recent
2219,2457,25,352,7.2,NOV_Cry8Aa1_47.1_EEM92570.1,recent
3278,3360,25,352,11.5,NOV_Cry8Aa1_47.1_EEM92570.1,recent
3820,3866,4,352,8.9,NOV_Cry8Aa1_47.1_EEM92570.1,recent
4188,4318,13,352,0.9,NOV_Cry8Aa1_47.1_EEM92570.1,recent
4319,4397,14,352,20.1,NOV_Cry8Aa1_47.1_EEM92570.1,recent
489,614,24,353,16.8,NOV_Cry8Ab1_80.0_AMR06151.1,recent
4028,4535,24,353,0.5,NOV_Cry8Ab1_80.0_AMR06151.1,recent
4536,4583,7,353,9,NOV_Cry8Ab1_80.0_AMR06151.1,recent
4734,4928,26,353,3.1,NOV_Cry8Ab1_80.0_AMR06151.1,recent
489,614,24,354,15.3,NOV_Cry8Ab1_80.3_AFP44678.1,recent
3638,3658,28,354,0.6,NOV_Cry8Ab1_80.3_AFP44678.1,recent
3652,3656,18,355,5.7,NOV_Cry8Ba1_88.6_AEP25412.1,recent
4291,4406,29,355,5.1,NOV_Cry8Ba1_88.6_AEP25412.1,recent
4629,4664,18,355,1.2,NOV_Cry8Ba1_88.6_AEP25412.1,recent
1890,1993,3,356,6,NOV_Cry8Ca1_41.2_AST51780.1,recent
3062,3114,11,356,1.5,NOV_Cry8Ca1_41.2_AST51780.1,recent
3115,3164,14,356,1.2,NOV_Cry8Ca1_41.2_AST51780.1,recent
3241,3244,27,356,4.1,NOV_Cry8Ca1_41.2_AST51780.1,recent
4734,4837,4,356,6,NOV_Cry8Ca1_41.2_AST51780.1,recent
4894,4964,4,356,3,NOV_Cry8Ca1_41.2_AST51780.1,recent
4965,5009,9,356,0.8,NOV_Cry8Ca1_41.2_AST51780.1,recent
1,45,12,357,1.3,NOV_Cry8Ca1_42.6_ABY46520.1,recent
1896,1990,30,357,6.1,NOV_Cry8Ca1_42.6_ABY46520.1,recent
1995,2032,7,357,0.7,NOV_Cry8Ca1_42.6_ABY46520.1,recent
3087,3209,25,357,9,NOV_Cry8Ca1_42.6_ABY46520.1,recent
3879,4053,25,357,0.2,NOV_Cry8Ca1_42.6_ABY46520.1,recent
4054,4117,13,357,3.1,NOV_Cry8Ca1_42.6_ABY46520.1,recent
4118,4207,27,357,5.6,NOV_Cry8Ca1_42.6_ABY46520.1,recent
4208,4270,8,357,3,NOV_Cry8Ca1_42.6_ABY46520.1,recent
4271,4398,14,357,6.5,NOV_Cry8Ca1_42.6_ABY46520.1,recent
4399,4494,17,357,3.8,NOV_Cry8Ca1_42.6_ABY46520.1,recent
4495,4583,26,357,5.5,NOV_Cry8Ca1_42.6_ABY46520.1,recent
4822,4885,19,357,3.1,NOV_Cry8Ca1_42.6_ABY46520.1,recent
4905,4966,22,357,2.9,NOV_Cry8Ca1_42.6_ABY46520.1,recent
4967,5009,26,357,1.1,NOV_Cry8Ca1_42.6_ABY46520.1,recent
563,587,14,358,13.3,NOV_Cry8Da1_43.7_ANC11094.1,recent
773,774,17,358,0.5,NOV_Cry8Da1_43.7_ANC11094.1,recent
775,793,24,358,4.6,NOV_Cry8Da1_43.7_ANC11094.1,recent
794,885,14,358,9.9,NOV_Cry8Da1_43.7_ANC11094.1,recent
886,1015,21,358,2.3,NOV_Cry8Da1_43.7_ANC11094.1,recent
1786,1808,25,358,10.2,NOV_Cry8Da1_43.7_ANC11094.1,recent
1809,1820,27,358,4.5,NOV_Cry8Da1_43.7_ANC11094.1,recent
1898,1982,8,358,5.4,NOV_Cry8Da1_43.7_ANC11094.1,recent
1983,2047,21,358,3.4,NOV_Cry8Da1_43.7_ANC11094.1,recent
2048,2075,25,358,1.6,NOV_Cry8Da1_43.7_ANC11094.1,recent
2147,2210,12,358,3.3,NOV_Cry8Da1_43.7_ANC11094.1,recent
2243,2252,7,358,5.9,NOV_Cry8Da1_43.7_ANC11094.1,recent
2253,2297,21,358,12.2,NOV_Cry8Da1_43.7_ANC11094.1,recent
2298,2424,25,358,9.8,NOV_Cry8Da1_43.7_ANC11094.1,recent
2648,2729,23,358,5.1,NOV_Cry8Da1_43.7_ANC11094.1,recent
2746,2781,25,358,0.6,NOV_Cry8Da1_43.7_ANC11094.1,recent
2782,2881,13,358,7,NOV_Cry8Da1_43.7_ANC11094.1,recent
2882,2970,25,358,5.8,NOV_Cry8Da1_43.7_ANC11094.1,recent
2993,3185,21,358,16.7,NOV_Cry8Da1_43.7_ANC11094.1,recent
3956,4029,26,358,4.3,NOV_Cry8Da1_43.7_ANC11094.1,recent
4030,4178,25,358,12.1,NOV_Cry8Da1_43.7_ANC11094.1,recent
4179,4235,7,358,2.6,NOV_Cry8Da1_43.7_ANC11094.1,recent
4236,4270,24,358,0.5,NOV_Cry8Da1_43.7_ANC11094.1,recent
4468,4625,25,358,13,NOV_Cry8Da1_43.7_ANC11094.1,recent
4626,4670,30,358,1.4,NOV_Cry8Da1_43.7_ANC11094.1,recent
4698,4701,7,358,1.2,NOV_Cry8Da1_43.7_ANC11094.1,recent
4703,4708,7,358,4.4,NOV_Cry8Da1_43.7_ANC11094.1,recent
4722,4906,25,358,15.9,NOV_Cry8Da1_43.7_ANC11094.1,recent
4907,4963,18,358,2.6,NOV_Cry8Da1_43.7_ANC11094.1,recent
4964,5019,26,358,2.5,NOV_Cry8Da1_43.7_ANC11094.1,recent
1,67,27,359,0.4,NOV_Cry8Db1_49.9_WP_103653049.1,recent
492,1667,25,359,43.4,NOV_Cry8Db1_49.9_WP_103653049.1,recent
4293,4375,25,359,12.8,NOV_Cry8Db1_49.9_WP_103653049.1,recent
4474,4654,25,359,7.2,NOV_Cry8Db1_49.9_WP_103653049.1,recent
1,67,27,360,0.9,NOV_Cry8Db1_51.1_PNK22955.1,recent
492,877,25,360,60.6,NOV_Cry8Db1_51.1_PNK22955.1,recent
916,993,22,360,1.6,NOV_Cry8Db1_51.1_PNK22955.1,recent
994,1226,25,360,9.2,NOV_Cry8Db1_51.1_PNK22955.1,recent
4271,4375,25,360,8.2,NOV_Cry8Db1_51.1_PNK22955.1,recent
4476,4691,25,360,10.9,NOV_Cry8Db1_51.1_PNK22955.1,recent
3932,4232,29,363,2,NOV_Cry8Ja1_60.3_PEE68563.1,recent
4792,5074,29,363,28.6,NOV_Cry8Ja1_60.3_PEE68563.1,recent
3734,4889,25,364,132.9,NOV_Cry8Kb1_73.3_APT36283.1,recent
4967,5112,25,364,19.9,NOV_Cry8Kb1_73.3_APT36283.1,recent
520,603,24,365,23.9,NOV_Cry8Ma2_96.0_WP_103622989.1,recent
604,685,9,365,8.7,NOV_Cry8Ma2_96.0_WP_103622989.1,recent
1,68,15,366,2,NOV_Cry8Ma3_96.0_ATY50149.1,recent
89,152,12,366,1.7,NOV_Cry8Ma3_96.0_ATY50149.1,recent
153,202,21,366,0.7,NOV_Cry8Ma3_96.0_ATY50149.1,recent
518,611,24,366,32.6,NOV_Cry8Ma3_96.0_ATY50149.1,recent
4222,4288,24,366,1.9,NOV_Cry8Ma3_96.0_ATY50149.1,recent
4289,4340,25,366,6.6,NOV_Cry8Ma3_96.0_ATY50149.1,recent
1872,1901,22,367,21.3,NOV_Cry9Ga1_57.2_PER39584.1,recent
1865,1899,1,368,26.1,NOV_Cry9Ga1_58.0_AJS57594.1,recent
4842,4850,29,368,4.6,NOV_Cry9Ga1_58.0_AJS57594.1,recent
316,385,26,1,17.7,,ancestral
714,750,4,1,8.5,,ancestral
751,825,29,1,11.6,,ancestral
1162,1470,7,1,66.3,,ancestral
2482,2520,25,1,29,,ancestral
2562,2627,17,1,8.6,,ancestral
3064,3108,17,1,4,,ancestral
3167,3237,12,1,11.1,,ancestral
3238,3314,29,1,2.4,,ancestral
4725,4774,3,1,5,,ancestral
4912,5112,18,1,13.9,,ancestral
316,426,23,2,16.9,,ancestral
584,747,23,2,7.5,,ancestral
748,795,29,2,2.4,,ancestral
1803,1822,23,2,3,,ancestral
3324,3481,23,2,23.6,,ancestral
58,74,18,3,22.9,,ancestral
1024,1044,5,3,3.1,,ancestral
1045,1096,20,3,6.1,,ancestral
1097,1118,29,3,4,,ancestral
1541,1607,29,3,3.6,,ancestral
1608,1733,21,3,12.9,,ancestral
2421,2479,17,3,13,,ancestral
2480,2622,22,3,41.7,,ancestral
3209,3293,14,3,4.9,,ancestral
3294,3346,12,3,2.9,,ancestral
3412,3481,12,3,4.8,,ancestral
3482,3501,20,3,2.8,,ancestral
1,50,25,4,4.3,,ancestral
186,217,29,4,13.9,,ancestral
310,414,25,4,15.3,,ancestral
415,496,23,4,21.4,,ancestral
827,930,13,4,5.7,,ancestral
931,974,6,4,12.1,,ancestral
1133,1510,25,4,69.2,,ancestral
1609,1667,10,4,4.3,,ancestral
1668,1808,14,4,6.7,,ancestral
3242,3302,14,4,5.6,,ancestral
3651,3690,7,4,3.1,,ancestral
3938,3983,27,4,3.9,,ancestral
657,725,13,6,13.1,,ancestral
846,858,7,6,2.5,,ancestral
859,975,29,6,3.1,,ancestral
4774,4824,25,6,14.5,,ancestral
875,977,15,7,18.5,,ancestral
1182,1525,13,7,53.6,,ancestral
1635,1742,13,7,8.5,,ancestral
1743,1794,15,7,8.3,,ancestral
1827,1829,21,7,3,,ancestral
3066,3241,25,7,6.5,,ancestral
3242,3292,26,7,2.4,,ancestral
3392,3476,14,7,13,,ancestral
3477,3732,29,7,19.6,,ancestral
3733,3782,27,7,5,,ancestral
3877,4588,29,7,23.2,,ancestral
4663,4704,27,7,4.8,,ancestral
140,180,29,8,3.7,,ancestral
615,686,25,8,7.1,,ancestral
687,716,26,8,5,,ancestral
829,1088,10,8,15.8,,ancestral
3477,3526,20,8,8.2,,ancestral
3527,3751,29,8,3.4,,ancestral
4419,4425,29,8,7.6,,ancestral
5023,5112,29,8,21.1,,ancestral
657,715,14,9,4.2,,ancestral
797,808,29,9,2.4,,ancestral
1099,1115,29,9,3.8,,ancestral
3880,3937,17,9,3.2,,ancestral
303,400,29,10,12,,ancestral
639,762,25,10,7.3,,ancestral
763,825,29,10,5.4,,ancestral
1553,1807,25,10,15.5,,ancestral
3245,3312,25,10,5.1,,ancestral
3472,3499,20,10,3.2,,ancestral
3500,3532,29,10,2.8,,ancestral
3533,3686,14,10,5.4,,ancestral
4200,4243,13,10,5.3,,ancestral
4244,4334,25,10,9.7,,ancestral
838,873,25,11,3.2,,ancestral
1575,1599,19,11,5.6,,ancestral
5061,5112,17,11,9.2,,ancestral
748,822,29,12,5.3,,ancestral
1184,1535,18,12,33.7,,ancestral
1603,1686,29,12,5.8,,ancestral
3206,3316,17,12,14.6,,ancestral
3673,3721,14,12,2.3,,ancestral
3824,3858,19,12,3.3,,ancestral
4477,4734,19,12,15.3,,ancestral
4865,5112,19,12,18.4,,ancestral
184,281,29,13,13.1,,ancestral
616,747,14,13,4.7,,ancestral
876,923,25,13,2.6,,ancestral
1522,1778,29,13,2.7,,ancestral
3066,3118,24,13,5.6,,ancestral
3533,3742,25,13,2.6,,ancestral
4584,4629,26,13,2.7,,ancestral
77,315,29,14,94,,ancestral
316,385,15,14,5.9,,ancestral
768,825,29,14,2.6,,ancestral
1524,1567,29,14,9.5,,ancestral
318,512,29,15,45.3,,ancestral
1337,1472,17,15,16.9,,ancestral
1473,1518,20,15,3.5,,ancestral
2563,2625,19,15,6.2,,ancestral
3239,4377,29,15,23.9,,ancestral
60,71,28,16,13.6,,ancestral
3064,3289,28,16,17.3,,ancestral
1644,1760,19,17,21.5,,ancestral
5044,5112,29,17,11.2,,ancestral
1,49,19,18,7.7,,ancestral
188,194,29,18,13.6,,ancestral
1095,1174,29,18,6.5,,ancestral
1981,2010,27,18,2.7,,ancestral
3060,3073,29,18,28.5,,ancestral
5038,5063,29,18,13.2,,ancestral
5064,5112,26,18,4.7,,ancestral
837,871,23,19,5,,ancestral
1024,1112,20,19,7.6,,ancestral
1646,1776,26,19,19.5,,ancestral
3505,3532,29,19,2.7,,ancestral
3654,3717,24,19,13.9,,ancestral
4311,4383,29,20,8.8,,ancestral
1467,1517,24,21,2.9,,ancestral
2739,2757,29,21,25.5,,ancestral
3678,3714,24,21,3,,ancestral
3890,3984,24,21,7.2,,ancestral
310,399,26,22,5.8,,ancestral
3901,3987,24,22,4.2,,ancestral
88,95,29,24,9.6,,ancestral
450,492,25,24,2.4,,ancestral
1646,1795,26,24,10,,ancestral
4883,4890,25,24,13.8,,ancestral
87,108,29,25,2.8,,ancestral
189,202,29,25,20.9,,ancestral
3241,3275,27,25,3,,ancestral
3532,3533,26,25,2.8,,ancestral
5053,5055,28,26,3.1,,ancestral
186,213,29,27,45.1,,ancestral
780,875,29,27,4.9,,ancestral
1972,2114,29,27,33.7,,ancestral
4365,4403,29,27,3.1,,ancestral
1,205,29,28,16,,ancestral
255,284,29,28,15.8,,ancestral
576,613,29,28,82.2,,ancestral
4238,4371,29,28,11,,ancestral
4627,4631,29,28,5.9,,ancestral
