Strain,Cry,Num
AFS031210,NOV_Cry21Ba1_28.9_PEZ39117.1,1
PS86Q3,BT_Cry5Ba1,2
PS86Q3,BT_Cry5Ac1,2
ARP179,BT_Cry32Na1,1
AFS026137,BT_Cry32Na1,1
79-25,BT_Cry31Aa4,1
ARP191,BT_Cry43Cc1,1
BRI-225,NOV_Cry53Ab1_40.9_APA45008.1,1
B.t-227,NOV_Cry1Ab12_99.3_ACU65107.1,1
BLB250,NOV_Cry1Da1_99.6_ALP83513.1,1
4I5,BT_Cry1Ba2,2
4I5,BT_Cry1Ab1,2
HER1410,BT_Cry1Ba2,1
IBL01677,BT_Cry1Ba2,2
IBL01677,BT_Cry1Ab1,2
HD-110,BT_Cry1Ca4,2
HD-110,BT_Cry1Ba2,2
B13,BT_Cry1Ba2,1
HD-9,BT_Cry1Ba2,3
HD-9,NOV_Cry1Ia14_99.9_WP_103597599.1,3
HD-9,BT_Cry2Ab1,3
QCM(T1),BT_Cry8Pa3,1
mo3-E7,BT_Cry1Ca12,1
C1Ac118,NOV_Cry1Ac13_97.5_AXE42971.1,1
BRI-103,NOV_Cry1Ac13_97.5_AXE42971.1,1
xpz-5,NOV_Cry8Ea3_99.9_AEA51183.1,1
J8,BT_Cry1Ca15,1
c002,BT_Cry1Ca15,1
SP41,BT_Cry1Da1,3
SP41,BT_Cry2Ab1,3
SP41,BT_Cry1Ca15,3
B3,BT_Cry73Ba1,1
SBSBT-1,BT_Cry2Ac7,1
BRI-326,NOV_Cry8Kb1_73.3_APT36283.1,1
Lip,BT_Cry1Aa22,1
GS36,BT_Cry1Ab35,1
HW-11,BT_Cry8Ia2,1
X23,NOV_Cry1Ie2_23.3_ATF15267.1,1
mo3-D8,BT_Cry1Fa3,1
EG5144,BT_Cry3Bb2,1
ARP239,BT_Cry32Ea2,1
BLB32,BT_Cry24Da1,1
ARP146,BT_Cry1Nb1,1
FCD114,BT_Cry8Ga2,2
FCD114,NOV_Cry8Db1_51.1_PNK22955.1,2
bt145,BT_Cry8Ga2,1
N32-2-2,BT_Cry1Ab23,1
LS-R-30,BT_Cry1Ab23,1
CIB 163-131,BT_Cry29Aa1,5
CIB 163-131,BT_Cry30Aa1,5
CIB 163-131,BT_Cry11Bb1,5
CIB 163-131,NOV_Cry11Bb1_99.7_WP_103570866.1,5
CIB 163-131,NOV_Cry29Aa1_96.4_OUC03129.1,5
wu2G-11,BT_Cry1Ia23,1
g9,BT_Cry1Be3,1
S2096-2,BT_Cry40Da1,1
JC291,BT_Cry1Dc1,1
VKPM B-1161,BT_Cry28Aa1,2
VKPM B-1161,BT_Cry28Aa2,2
VKPM B-1166,BT_Cry26Aa1,1
IHBB 10380,NOV_Cry9Ga1_58.0_AJS57594.1,1
SSy141-c,BT_Cry1Ab1,2
SSy141-c,BT_Cry2Ab21,2
YB36-3,NOV_Cry8Db1_49.7_AEX56525.1,1
lyA,BT_Cry9Ea3,1
I622,NOV_Cry8Pa2_99.7_AEZ02302.1,1
N17-37,BT_Cry1Ba7,1
QG-121,BT_Cry7Ab9,1
xl6-7,NOV_Cry7Cb1_99.9_AFI42039.1,1
HD37,NOV_Cry8Ea3_98.7_AGF70692.1,1
PS50C(a),BT_Cry8Aa1,1
C81,BT_Cry2Af1,1
you2F-3,BT_Cry1Ia28,1
AFS043063,NOV_Cry73Ba1_39.2_PFV85565.1,1
AFS059517,NOV_Cry73Ba1_39.2_PFV85565.1,1
ZQ-89,BT_Cry1Ac32,1
B0462,BT_Cry31Ac2,1
HYD-3,BT_Cry32Ea1,1
T543,NOV_Cry2Aa1_99.8_AYN72234.1,1
Bun1-14,BT_Cry40Aa1,4
Bun1-14,BT_Cry39Aa1,4
Bun1-14,BT_Cry30Db1,4
Bun1-14,BT_Cry40Ba1,4
AFS077661,NOV_Cry73Ba1_39.0_PEE63029.1,1
11MN1,NOV_Cry73Ba1_39.0_PEE63029.1,1
AFS097514,NOV_Cry73Ba1_39.0_PEE63029.1,1
AFS099505,NOV_Cry73Ba1_39.0_PEE63029.1,1
BGSC 4E3,BT_Cry1Aa13,1
T04001,BT_Cry1Aa13,1
JSc1,BT_Cry1Aa13,1
HD-771,BT_Cry1Aa13,1
T84A1,BT_Cry1Aa13,1
shanghai 1 (S-1),BT_Cry2Ac1,1
ARP026,BT_Cry2Ba1,1
ARP212,BT_Cry9Fa1,1
C2Ab118,NOV_Cry2Ab18_96.6_AXE42969.1,1
BGSC 4AJ1,NOV_Cry7Ab4_99.8_EEM55953.1,2
BGSC 4AJ1,BT_Cry7Ab5,2
BGSC 4AC1,NOV_Cry7Ab4_99.8_EEM55953.1,1
T15,NOV_Cry1Ac10_99.2_ACV81774.1,1
AB88,BT_Cry1Ia4,1
C006,BT_Cry1Ai1,1
HYW-8,BT_Cry2Ah3,1
LTS-38,BT_Cry1Ca14,1
F4,BT_Cry8La1,2
F4,BT_Cry8Ib1,2
pms45-2,BT_Cry72Aa2,1
2124,BT_Cry2Aa1,2
2124,BT_Cry1Ea11,2
261-1,BT_Cry2Aa1,1
22-4,BT_Cry2Aa1,1
T536,BT_Cry2Aa1,1
BRL34,BT_Cry2Aa1,1
T527,BT_Cry2Aa1,1
T32,BT_Cry2Aa1,1
T405,BT_Cry2Aa1,1
T532,BT_Cry2Aa1,1
MOD1_Bc231,BT_Cry2Aa1,2
MOD1_Bc231,BT_Cry2Ab1,2
B-DLL,BT_Cry8Ea2,2
B-DLL,BT_Cry8Fa2,2
HD867,NOV_Cry7Ab3_99.8_OTZ77559.1,2
HD867,BT_Cry7Ab2,2
BGSC 4AF1,NOV_Cry32Ea2_45.2_WP_087949412.1,1
Sbt054,NOV_Cry32Ea2_45.2_WP_087949412.1,1
ARP229,BT_Cry32Ra1,1
PS81F,BT_Cry1Ea11,1
BGSC 4M3,BT_Cry1Ea11,1
4M4,BT_Cry1Ea11,1
4M1,BT_Cry1Ea11,1
4M2,BT_Cry1Ea11,1
BfR-BA-01318,BT_Cry1Ea11,1
BRC-XQ12,BT_Cry1Ea11,1
YBT-032,BT_Cry1Ea11,1
G25-18,BT_Cry1Ea11,1
Btc005,BT_Cry1Ab1,1
BfR-BA-01348,BT_Cry1Ab1,1
FDAARGOS_801,BT_Cry1Ab1,1
S93,BT_Cry1Ab1,1
SP-01-41,BT_Cry1Ab1,1
LY-99,BT_Cry1Ah2,1
HD-68,BT_Cry1Da1,1
BR30,BT_Cry1Id1,2
BR30,BT_Cry2Ad1,2
AC-11,BT_Cry1Ab16,1
wu1E-4,BT_Cry1Ia21,1
ARP227,BT_Cry32Cb1,1
JHCC4835,BT_Cry1Ia1,1
BTH-13,BT_Cry7Ca1,1
Tm44-1B,BT_Cry1Ac27,1
MHB11.3,NOV_Cry8Da1_99.7_CBL59393.1,1
AFS030961,NOV_Cry73Ba1_39.0_PFP10217.1,1
AFS047495,NOV_Cry73Ba1_39.0_PFP10217.1,1
AFS073530,NOV_Cry73Ba1_39.0_PFP10217.1,1
7-29,BT_Cry1Ca2,1
Tm37-6,BT_Cry1Ac25,1
FBG-1,BT_Cry32Aa2,1
67-3,NOV_Cry2Ac6_99.7_ACA52278.1,1
Tm41-4,BT_Cry1Ac26,1
886,BT_Cry3Aa10,1
T03C001,BT_Cry9Aa4,1
BJH406,BT_Cry2Ab1,1
BTC002,BT_Cry2Ab1,1
ARP009,BT_Cry1Na1,1
VKPM B-3276,BT_Cry3Aa1,1
INTA Mo4-4,BT_Cry3Aa1,1
Bt22,BT_Cry3Aa1,1
4K5,BT_Cry3Aa1,1
BGSC 4AA1,BT_Cry21Ha1,2
BGSC 4AA1,BT_Cry3Aa1,2
BN7-5,BT_Cry56Aa4,1
you1D-9,BT_Cry1Ia25,1
SBS Bt 48,NOV_Cry11Ba1_98.6_AEK06469.1,1
4A,NOV_Cry1Ab12_99.7_ALJ10947.1,1
FZ-2,BT_Cry32Ab1,1
E05-20a,BT_Cry1Ca10,1
Bt87,BT_Cry1Cb3,2
Bt87,BT_Cry1Fb7,2
QL75-2,BT_Cry1Da5,1
CY29,BT_Cry2Aa7,1
BJH500,BT_Cry8Ca5,1
ARP124,BT_Cry8Ia4,1
Bt.B2.1KSM,BT_Cry11Aa4,1
2,BT_Cry1Ac20,1
60.5,BT_Cry1Ca1,1
4Q2-72,BT_Cry4Ba2,1
LTS-290,BT_Cry57Ab1,1
jegathesan 367,BT_Cry30Ca2,5
jegathesan 367,BT_Cry25Aa1,5
jegathesan 367,BT_Cry11Ba1,5
jegathesan 367,BT_Cry19Aa1,5
jegathesan 367,BT_Cry24Aa1,5
BtI109P,BT_Cry3Ca1,1
92-KU-149-8,BT_Cry9Ec1,1
HD868,BT_Cry67Aa2,4
HD868,BT_Cry7Ea2,4
HD868,BT_Cry61Aa3,4
HD868,BT_Cry7Fa2,4
higo,BT_Cry20Ba2,4
higo,BT_Cry27Aa1,4
higo,NOV_Cry7Gb1_28.6_WP_103574454.1,4
higo,BT_Cry19Ba1,4
CH18,BT_Cry17Aa1,2
CH18,BT_Cry16Aa1,2
BtS02072BG,BT_Cry1Bf1,1
BtS02739C,BT_Cry1Jd1,2
BtS02739C,BT_Cry9Eb1,2
nags3,NOV_Cry1Ab20_69.9_AAK14339.1,1
1218,BT_Cry8Bb1,2
1218,BT_Cry8Bc1,2
M2776,BT_Cry1Bj1,1
VKPM B-6711,BT_CryGa2,1
BTS02069AA,BT_Cry1Ha1,1
PS167P,BT_Cry21Aa1,1
Bt roskildiensis,BT_Cry21Ba1,1
SKW01-10.2-06,BT_Cry2Aa3,1
Semadara,BT_Cry43Ba1,2
Semadara,BT_Cry43Aa1,2
CAA890,BT_Cry47Aa1,1
HD567-61-9,BT_Cry4Ba3,1
LBIT-1189,BT_Cry1Ma1,1
LBIT-113,BT_Cry58Aa1,1
LBIT-597,BT_Cry8Ka2,1
LBIT-976,BT_Cry20Ba1,1
LBIT-979,BT_Cry57Aa1,1
LBIT-980,BT_Cry59Aa1,1
PS17,BT_Cry5Ab1,2
PS17,BT_Cry5Aa1,2
DP7-F11,BT_Cry8Hb1,1
S811,BT_Cry8Ka1,1
BTS02618A,BT_Cry9Ca1,1
yunnanensis,BT_Cry32Aa1,1
dakota,BT_Cry7La1,2
dakota,BT_Cry7Kb1,2
NRRL B-21941,BT_Cry1Gc1,1
NRRL B-21921,BT_Cry2Ae1,1
11-76,BT_Cry1Ga2,1
mogi K4,NOV_Cry43Cb1_38.6_AGV55020.1,5
mogi K4,NOV_Cry20Ba2_80.0_AGV55017.1,5
mogi K4,NOV_Cry56Aa2_56.0_AGV55019.1,5
mogi K4,NOV_Cry27Aa1_80.8_AGV55018.1,5
mogi K4,NOV_Cry19Ba1_74.0_AGV55021.1,5
kunthalaRX28,NOV_Cry1Ab32_92.7_AAK14337.1,1
kunthalaRX27,NOV_Cry1Ab12_91.4_AAK14338.1,1
A32,NOV_Cry1Ea10_93.2_AAX86871.1,1
ATX14875,NOV_Cry21Ga1_30.1_CAP40038.1,3
ATX14875,NOV_Cry21Ga1_30.5_CAP40037.1,3
ATX14875,NOV_Cry1Ia24_22.2_CAP40039.1,3
BTS01099E,BT_Cry2Ae1,2
BTS01099E,NOV_Cry2Ah3_98.9_ABU37567.1,2
BTS02761A,NOV_Cry2Ak1_76.8_AX513524.1,1
ATX 13026,NOV_Cry40Aa1_67.9_ACC34440.1,11
ATX 13026,NOV_Cry48Aa1_36.6_CAH33948.1,11
ATX 13026,NOV_Cry53Ab1_40.8_CAH33954.1,11
ATX 13026,NOV_Cry48Aa1_36.9_CAH33950.1,11
ATX 13026,BT_Cry1Na1,11
ATX 13026,NOV_Cry40Da1_65.0_CAH33957.1,11
ATX 13026,NOV_Cry48Aa1_37.2_CAH33949.1,11
ATX 13026,NOV_Cry53Ab1_39.7_CAH33956.1,11
ATX 13026,NOV_Cry40Da1_65.0_CAH33958.1,11
ATX 13026,NOV_Cry53Ab1_40.0_CAH33955.1,11
ATX 13026,NOV_Cry40Aa1_67.9_CQ868314.1,11
pMP36,BT_Cry1Aa4,1
native Chilean Bt strain,BT_Cry1Ab14,1
BtC008,BT_Cry1Ab20,1
IC1,BT_Cry1Ab7,1
Ly30,BT_Cry1Ac14,2
Ly30,BT_Cry1Ia9,2
native Taiwanese Bt strain,BT_Cry1Ac15,1
SK-729,BT_Cry1Ac18,1
HD-588,BT_Cry1Ac2,1
SK-783,BT_Cry1Ac34,1
SK-958,BT_Cry1Ac36,1
PS81RR1,BT_Cry1Ad2,1
BT8,BT_Cry1Ah1,1
UV17,BT_Cry1Ba3,1
834,BT_Cry1Bd2,1
NRRL B-21940,BT_Cry1Bf2,1
LBIT-1217,BT_Cry1Ca16,1
Bt012,BT_Cry1Fb6,1
S1451,BT_Cry1Ia13,1
BP465,BT_Cry1Ib1,1
BF-4,BT_Cry1Ib4,1
NRRL B-21934,BT_Cry1Jc2,1
NRRL B-21943,BT_Cry2Aa11,1
LLB6,BT_Cry2Ab9,2
LLB6,BT_Cry2Ac5,2
CMBL-BT3,BT_Cry2Ac12,1
NRRL B-21944,BT_Cry2Ac3,1
CMBL-BT1,BT_Cry2Ab11,2
CMBL-BT1,BT_Cry2Ac8,2
CMBL-BT2,BT_Cry2Ad4,2
CMBL-BT2,BT_Cry2Ac9,2
Mm2,BT_Cry3Aa11,1
UTD-001,BT_Cry3Aa9,1
popilliae Hime,BT_Cry43Aa2,1
BUPM97,BT_Cry4Ba6,1
L366,BT_Cry5Ad1,1
HBF-1,BT_Cry8Ca2,1
BGSN1,BT_Cry9Aa5,1
H23,BT_Cry9Da2,1
Bt11,BT_Cry9Ea6,1
kunthalaRX24,NOV_Cry1Ab12_98.7_AAK14336.1,1
S907,NOV_Cry1Ba1_98.9_ABQ23438.1,1
NEAU 161,NOV_Cry2Ac6_99.4_AUN50234.1,1
SY-11,NOV_Cry2Ad1_99.1_AYW33782.1,1
ATXl 5723,NOV_Cry7Ha1_99.5_ADA48966.1,1
G10-01A,BT_Cry1Ca15,1
PS33F2,BT_Cry12Aa1,1
PS63B,BT_Cry13Aa1,1
