Strain/Toxin,Host_sp,Host_order,Ref,Type,Rank
BT_Cry4Cc1,Helicoverpa armigera,Lepidoptera,CN101497658B,Toxin,4
BT_Cry4Cc1,Spodoptera exigua,Lepidoptera,CN101497658B,Toxin,4
BT_Cry50Ba,Culex quinquefasciatus,Diptera,10.1016/j.toxicon.2017.08.025,Toxin,3
BT_Cry52Ba1,Aedes aegypti,Diptera,10.1139/W09-120,Toxin,4
BT_Cry52Ca1,Helicoverpa armigera,Lepidoptera,10.1016/j.jip.2018.11.002,Toxin,4
BT_Cry53Ab1,Aedes aegypti,Diptera,CN101503463B,Toxin,4
BT_Cry53Ab1,Helicoverpa armigera,Lepidoptera,CN101503463B,Toxin,4
BT_Cry53Ab1,Spodoptera exigua,Lepidoptera,CN101503463B,Toxin,4
BT_Cry54Aa1,Aedes aegypti,Diptera,10.1007/s00284-009-9386-y,Toxin,4
BT_Cry54Aa1,Culex pipiens,Diptera,CN101497657B,Toxin,4
BT_Cry54Aa1,Helicoverpa armigera,Lepidoptera,10.1007/s00284-009-9386-y,Toxin,4
BT_Cry54Aa1,Pieris rapae,Lepidoptera,CN101497657B,Toxin,4
BT_Cry54Aa1,Spodoptera exigua,Lepidoptera,10.1007/s00284-009-9386-y,Toxin,4
BT_Cry54Ab1,Culex pipiens,Diptera,CN103103204A,Toxin,4
BT_Cry55Aa1,Meloidogyne hapla,Nematoda,10.1128/AEM.01346-08,Toxin,4
BT_Cry55Aa,Meloidogyne incognita,Nematoda,10.1111/j.1751-7915.2011.00295.x,Toxin,3
BT_Cry56Aa1,Aedes aegypti,Diptera,10.1007/s10529-009-0147-6,Toxin,4
BT_Cry56Aa1,Helicoverpa armigera,Lepidoptera,10.1007/s10529-009-0147-6,Toxin,4
BT_Cry56Aa1,Plutella xylostella,Lepidoptera,10.1007/s10529-009-0147-6,Toxin,4
BT_Cry57Ab1,Ostrinia furnacalis,Lepidoptera,Shi et al.,2018,Toxin
BT_Cry57Ab1,Plutella xylostella,Lepidoptera,Shi et al.,2018,Toxin
BT_Cry59Ba1,Aedes aegypti,Diptera,CN102603876B,Toxin,4
BT_Cry59Ba1,Spodoptera exigua,Lepidoptera,10.1080/09583157.2013.803034,Toxin,4
BT_Cry5Ac,Diprion pini,Hymenoptera,10.1016/s0965-1748(01)00030-3,Toxin,3
BT_Cry5Ac,Diprion pini,Hymenoptera,10.1016/S0965-1748(01)00030-3,Toxin,3
BT_Cry5Ba1,Acrobeloides sp,Nematoda,10.1073/pnas.0538072100 ,Toxin,4
BT_Cry5Ba1,Ancylostoma ceylanicum,Nematoda,10.1073/pnas.0607002103 ,Toxin,4
BT_Cry5Ba1,Ancylostoma ceylanicum,Nematoda,10.1128/AAC.01469-20,Toxin,4
BT_Cry5Ba1,Ascaris suum,Nematoda,10.1016/j.onehlt.2021.100241,Toxin,4
BT_Cry5Ba1,Ascaris suum,Nematoda,10.1371/journal.pntd.0002263 ,Toxin,4
BT_Cry5Ba1,Ascaris suum,Nematoda,10.1371/journal.pntd.0002263,Toxin,4
BT_Cry5Ba1,Caenorhabditis elegans,Nematoda,10.1073/pnas.0538072100 ,Toxin,4
BT_Cry5Ba1,Caenorhabditis elegans,Nematoda,10.1126/science.1104444,Toxin,4
BT_Cry5Ba1,Caenorhabditis elegans,Nematoda,10.1128/AAC.01469-20,Toxin,4
BT_Cry5Ba1,Distolabrellus veechi,Nematoda,10.1073/pnas.0538072100,Toxin,4
BT_Cry5Ba1,Haemonchus contortus,Nematoda,10.1016/j.onehlt.2020.11.004,Toxin,4
BT_Cry5Ba1,Heligmosomoides polygyrus bakeri,Nematoda,10.1128/AAC.01469-20,Toxin,4
BT_Cry5Ba1,Heligmosomoides polygyrus bakeri,Nematoda,10.1371/journal.pntd.0000614,Toxin,4
BT_Cry5Ba1,Meloidogyne incognita,Nematoda,10.1016/J.Biocontrol.2008.06.007,Toxin,4
BT_Cry5Ba1,Necator americanus,Nematoda,10.1128/AAC.01469-20,Toxin,4
BT_Cry5Ba1,Nippostrongylus brasiliensis,Nematoda,10.1073/pnas.0538072100 ,Toxin,4
BT_Cry5Ba1,Panagrellus redivivus,Nematoda,10.1073/pnas.0538072100 ,Toxin,4
BT_Cry5Ba1,Parascaris spp.,Nematoda,10.1016/j.onehlt.2021.100241,Toxin,4
BT_Cry5Ba1,Pristionchus pacificus,Nematoda,10.1073/pnas.0538072100 ,Toxin,4
BT_Cry5Ba2,Caenorhabditis elegans,Nematoda,10.1111/lam.12219,Toxin,4
BT_Cry5Ba2,Meloidogyne hapla,Nematoda,10.1128/AEM.01346-08,Toxin,4
BT_Cry5Ba2,Meloidogyne incognita,Nematoda,10.1111/j.1751-7915.2011.00295.x ,Toxin,4
BT_Cry5Ba2,Meloidogyne incognita,Nematoda,10.1111/j.1751-7915.2011.00295.x,Toxin,4
BT_Cry5Ba3,Bursaphelenchus xylophilus,Nematoda,10.1016/j.jip.2022.107726,Toxin,4
BT_Cry5Ba,Caenorhabditis elegans,Nematoda,10.1111/1462-2920.14528,Toxin,3
BT_Cry5Ba,Ancylostoma ceylanicum,Nematoda,10.1073/pnas.0607002103,Toxin,3
BT_Cry5Ba,Acrobeloides sp,Nematoda,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry5Ba,Meloidogyne hapla,Nematoda,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry5Ba,Nippostrongylus brasiliensis,Nematoda,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry5Ca1,Caenorhabditis elegans,Nematoda,10.1128/AEM.03505-16,Toxin,4
BT_Cry5Ca1,Meloidogyne incognita,Nematoda,10.1128/AEM.03505-16,Toxin,4
BT_Cry5Da1,Caenorhabditis elegans,Nematoda,10.1128/AEM.03505-16,Toxin,4
BT_Cry5Da1,Meloidogyne incognita,Nematoda,10.1128/AEM.03505-16,Toxin,4
BT_Cry62Aa1,Human cancer cells,Human,CN102517228A,Toxin,4
BT_Cry63Aa1,Human cancer cells,Human,10.1271/bbb.90615,Toxin,4
BT_Cry65Aa2,Human cancer cells,Human,10.1038/srep08291,Toxin,4
BT_Cry68Aa1,Helicoverpa armigera,Lepidoptera,CN102417538B,Toxin,4
BT_Cry68Aa1,Spodoptera exigua,Lepidoptera,CN102417538B,Toxin,4
BT_Cry69Aa1,Aedes aegypti,Diptera,CN102408474B,Toxin,4
BT_Cry69Aa1,Culex quinquefasciatus,Diptera,10.1007/s11274-013-1548-1,Toxin,4
BT_Cry69Aa1,Helicoverpa armigera,Lepidoptera,CN102408474B,Toxin,4
BT_Cry69Aa1,Spodoptera exigua,Lepidoptera,CN102408474B,Toxin,4
BT_Cry70Aa1,Aedes aegypti,Diptera,CN102584960B,Toxin,4
BT_Cry70Ba1,Aedes aegypti,Diptera,CN102584959B,Toxin,4
BT_Cry71Aa1,Spodoptera exigua,Lepidoptera,CN103525835A,Toxin,4
BT_Cry72Aa1,Spodoptera exigua,Lepidoptera,CN103525837B,Toxin,4
BT_Cry73Ba1,Myzus persicae,Hemiptera,10.3390/toxins6113144,Toxin,4
BT_Cry7Aa1,Cylas brunneus,Coleoptera,10.1603/ec09432,Toxin,4
BT_Cry7Aa1,Cylas brunneus,Coleoptera,10.1603/EC09432 ,Toxin,4
BT_Cry7Aa1,Cylas puncticollis,Coleoptera,10.1603/ec09432,Toxin,4
BT_Cry7Aa1,Cylas puncticollis,Coleoptera,10.1603/EC09432 ,Toxin,4
BT_Cry7Aa1,Leptinotarsa decemlineata,Coleoptera,10.1128/AEM.58.8.2536-2542.1992,Toxin,4
BT_Cry7Ab2,Acanthoscelides obtectus ,Coleoptera,10.1016/j.jip.2019.107295,Toxin,4
BT_Cry7Ab2,Xylotrechus arvicola,Coleoptera,10.3390/ insects13010027,Toxin,4
BT_Cry7Ab3,Henosepilachna vigintioctomaculata,Coleoptera,10.1007/s11703-010-1018-6,Toxin,4
BT_Cry7Ab4,Colaphellus bowringi,Coleoptera,10.3390/toxins12070430,Toxin,4
BT_Cry7Ab9,Holotrichia parallela,Coleoptera,https://www.cabdirect.org/cabdirect/abstract/20133281036,Toxin,4
BT_Cry7Ba1,Plutella xylostella,Lepidoptera,10.1111/j.1462-2920.2011.02557.x,Toxin,4
BT_Cry7Ca1,Locusta migratoria manilensis,Orthoptera,10.1128/AEM.02462-10,Toxin,4
BT_Cry7Gb1,Diabrotica undecimpunctata howardi,Coleoptera,US7622572B2,Toxin,4
BT_Cry7Gb1,Diabrotica virgifera virgifera,Coleoptera,US7622572B2,Toxin,4
BT_Cry8Aa1,Cotinis spp.,Coleoptera,US5554534A,Toxin,4
BT_Cry8Aa1,Leptinotarsa decemlineata,Coleoptera,EP0498537A2,Toxin,4
BT_Cry8Ab1,Holotrichia oblita,Coleoptera,10.1016/j.micres.2013.03.003,Toxin,4
BT_Cry8Ab1,Holotrichia parallela,Coleoptera,10.1016/j.micres.2013.03.003,Toxin,4
BT_Cry8Ba1,Cotinis spp.,Coleoptera,US5185148A,Toxin,4
BT_Cry8Ba1,Cotinis spp.,Coleoptera,US5554534A,Toxin,4
BT_Cry8Ba1,Cyclocephala borealis,Coleoptera,US5554534A,Toxin,4
BT_Cry8Ba,Cyclocephala pasadenae,Coleoptera,US5554534A,Toxin,3
BT_Cry8Ba,Diabrotica virgifera virgifera,Coleoptera,10.1371/journal.pone.0053079,Toxin,3
BT_Cry8Ba,Popillia japonica,Coleoptera,US5554534A,Toxin,3
BT_Cry8Ba,Cotinis spp.,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry8Ba,Cyclocephala borealis,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry8Bb1,Diabrotica virgifera virgifera,Coleoptera,WO2002034774A2,Toxin,4
BT_Cry8Bb1,Leptinotarsa decemlineata,Coleoptera,US7105332B2,Toxin,4
BT_Cry8Bb1,Leptinotarsa decemlineata,Coleoptera,WO2002034774A2,Toxin,4
BT_Cry8Bc1,Diabrotica virgifera virgifera,Coleoptera,WO2002034774A2,Toxin,4
BT_Cry8Ca1,Anomala cuprea,Coleoptera,10.1007/BF01575980,Toxin,4
BT_Cry8Ca1,Anomala cuprea,Coleoptera,10.1016/1049-9644(92)90038-F,Toxin,4
BT_Cry8Ca1,Popillia japonica,Coleoptera,10.1016/1049-9644(92)90038-F,Toxin,4
BT_Cry8Ca2,Anomala corpulenta,Coleoptera,10.1007/s00284-007-9018-3,Toxin,4
BT_Cry8Ca2,Anomala corpulenta,Coleoptera,10.1007/s10529-009-9913-8,Toxin,4
BT_Cry8Ca2,Anomala corpulenta,Coleoptera,10.3109/02652048.2014.885609,Toxin,4
BT_Cry8Ca2,Anomala exoleta,Coleoptera,10.1016/j.jip.2007.02.016,Toxin,4
BT_Cry8Ca2,Holotrichia parallela,Coleoptera,10.1007/s11274-013-1470-6,Toxin,4
BT_Cry8Ca,Alphitobius diaperinus,Coleoptera,10.1016/j.jip.2014.08.008,Toxin,3
BT_Cry8Ca,Popillia japonica,Coleoptera,10.1016/j.jip.2008.05.009,Toxin,3
BT_Cry8Ca,Anomala corpulenta,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry8Ca,Anomala cuprea,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry8Ca,Anomala exoleta,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry8Ca,Holotrichia oblita,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry8Ca,Holotrichia parallela,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry8Da1,Anomala cuprea,Coleoptera,10.1016/S1049-9644(03)00060-4 ,Toxin,4
BT_Cry8Da,Agelastica coerulea,Coleoptera,10.1016/j.jip.2008.05.009,Toxin,3
BT_Cry8Da,Anomala cuprea,Coleoptera,10.1016/S1049-9644(03)00060-4,Toxin,3
BT_Cry8Da,Anomala orientalis,Coleoptera,10.1016/S1049-9644(03)00060-4,Toxin,3
BT_Cry8Da,Popillia japonica,Coleoptera,10.1016/j.jip.2008.05.009,Toxin,3
BT_Cry8Da,Popillia japonica,Coleoptera,10.1016/S1049-9644(03)00060-4,Toxin,3
BT_Cry8Da,Plutella xylostella,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry8Db1,Agelastica coerulea,Coleoptera,10.1016/j.jip.2008.05.009,Toxin,4
BT_Cry8Db1,Pentodon idiota,Coleoptera,0.1007/s12033-019-00183-5,Toxin,4
BT_Cry8Db1,Popillia japonica,Coleoptera,10.1016/j.jip.2008.05.009,Toxin,4
BT_Cry8Db,Popillia japonica,Coleoptera,10.1016/j.jip.2008.05.009,Toxin,3
BT_Cry8Ea1,Anomala corpulenta,Coleoptera,10.1007/s11274-013-1470-6,Toxin,4
BT_Cry8Ea1,Holotrichia parallela,Coleoptera,10.1007/s00284-008-9338-y,Toxin,4
BT_Cry8Ea1,Holotrichia parallela,Coleoptera,10.1007/s00299-013-1417-2,Toxin,4
BT_Cry8Ea1,Holotrichia parallela,Coleoptera,10.1016/j.jsb.2009.07.004,Toxin,4
BT_Cry8Ea1,Holotrichia parallela,Coleoptera,10.1371/journal.pone.0081335,Toxin,4
BT_Cry8Ea2,Holotrichia parallela,Coleoptera,Guoxun,2008,Toxin
BT_Cry8Ea2,Plagiodera versicolora,Coleoptera,Guoxun,2008,Toxin
BT_Cry8Ea2,Popillia flavosellata,Coleoptera,Guoxun,2008,Toxin
BT_Cry8Ga1,Holotrichia oblita,Coleoptera,10.1007/s00253-009-1971-2,Toxin,4
BT_Cry8Ga1,Holotrichia parallela,Coleoptera,10.1007/s00253-009-1971-2,Toxin,4
BT_Cry8Ha1,Anoplophora glabripennis,Coleoptera,10.3390/toxins12100642 ,Toxin,4
BT_Cry8Ha1,Anoplophora glabripennis,Coleoptera,10.3390/toxins12100642,Toxin,4
BT_Cry8Ha1,Colaphellus bowringi,Coleoptera,10.3390/toxins12100642 ,Toxin,4
BT_Cry8Ha1,Colaphellus bowringi,Coleoptera,10.3390/toxins12100642,Toxin,4
BT_Cry8Ha1,Holotrichia oblita,Coleoptera,10.3390/toxins12100642 ,Toxin,4
BT_Cry8Ha1,Holotrichia oblita,Coleoptera,10.3390/toxins12100642,Toxin,4
BT_Cry8Ha1,Holotrichia parallela,Coleoptera,10.3390/toxins12100642 ,Toxin,4
BT_Cry8Ha1,Holotrichia parallela,Coleoptera,10.3390/toxins12100642,Toxin,4
BT_Cry8Hb1,Diabrotica virgifera virgifera,Coleoptera,10.3390/toxins11030162,Toxin,4
BT_Cry8Ia1,Holotrichia parallela,Coleoptera,10.3390/toxins12100642 ,Toxin,4
BT_Cry8Ia1,Holotrichia parallela,Coleoptera,10.3390/toxins12100642,Toxin,4
BT_Cry8Ka1,Anthonomus grandis,Coleoptera,10.1016/j.jip.2010.01.012,Toxin,4
BT_Cry8Ka1,Anthonomus grandis,Coleoptera,10.1186/1472-6750-11-85,Toxin,4
BT_Cry8Ka3,Anthonomus grandis,Coleoptera,10.1186/1472-6750-11-85,Toxin,4
BT_Cry8Kb1,Holotrichia parallela,Coleoptera,CN102363632A,Toxin,4
BT_Cry8Na1,Holotrichia parallela,Coleoptera,10.1007/s11274-014-1734-9,Toxin,4
BT_Cry8Pa1,Holotrichia oblita,Coleoptera,CN102363630B,Toxin,4
BT_Cry8Pa3,Anthonomus grandis,Coleoptera,10.1159/000365929 ,Toxin,4
BT_Cry8Qa1,Anthonomus grandis,Coleoptera,10.1159/000365929 ,Toxin,4
BT_Cry8Qa1,Anticarsia gemmatalis,Lepidoptera,10.1159/000353206 ,Toxin,4
BT_Cry8Sa1,Holotrichia serrata,Coleoptera,10.3390/toxins12070430,Toxin,4
BT_Cry9Aa1,Galleria mellonella,Lepidoptera,10.1016/0014-5793(91)81144-w,Toxin,4
BT_Cry9Aa2,Epiphyas postvittana,Lepidoptera,10.1099/00221287-138-1-55,Toxin,4
BT_Cry9Aa2,Helicoverpa punctigera,Lepidoptera,10.1016/S0022-2011(02)00035-6,Toxin,4
BT_Cry9Aa2,Phthorimaea operculella,Lepidoptera,10.1023/A:1009654400040,Toxin,4
BT_Cry9Aa,Chilo suppressalis,Lepidoptera,10.1074/jbc.RA118.003490,Toxin,3
BT_Cry9Aa,Helicoverpa armigera,Lepidoptera,10.1016/j.jip.2014.06.005,Toxin,3
BT_Cry9Aa,Ostrinia furnacalis,Lepidoptera,10.1074/jbc.RA118.003490,Toxin,3
BT_Cry9Aa,Ctenopsuestis obliquana,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Aa,Epiphyas postvittana,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Aa,Galleria mellonella,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Aa,Helicoverpa punctigera,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Aa,Helicoverpa zea,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Aa,Heliothis virescens,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Aa,Ostrinia nubilalis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Aa,Phthorimaea operculella,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Aa,Planotortrix octo,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Aa,Plutella xylostella,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Aa,Trichoplusia ni,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Bb1,Manduca sexta,Lepidoptera,10.1016/j.jip.2008.03.012,Toxin,4
BT_Cry9Bb1,Spodoptera frugiperda,Lepidoptera,10.1016/j.jip.2008.03.012,Toxin,4
BT_Cry9Ca1,Agrotis ipsilon,Lepidoptera,10.1007/s00203-003-0543-6,Toxin,4
BT_Cry9Ca1,Agrotis segetum,Lepidoptera,10.1128/aem.62.1.80-86.1996,Toxin,4
BT_Cry9Ca1,Bombyx mori,Lepidoptera,10.1128/AEM.63.10.4132-4134.1997,Toxin,4
BT_Cry9Ca1,Choristoneura fumiferana,Lepidoptera,10.1128/AEM.63.10.4132-4134.1997,Toxin,4
BT_Cry9Ca1,Heliothis virescens,Lepidoptera,10.1128/aem.62.1.80-86.1996,Toxin,4
BT_Cry9Ca1,Mamestra brassicae,Lepidoptera,10.1128/aem.62.1.80-86.1996,Toxin,4
BT_Cry9Ca1,Manduca sexta,Lepidoptera,10.1128/aem.62.1.80-86.1996,Toxin,4
BT_Cry9Ca1,Ostrinia nubilalis,Lepidoptera,10.1128/aem.62.1.80-86.1996,Toxin,4
BT_Cry9Ca1,Plutella xylostella,Lepidoptera,10.1128/aem.62.1.80-86.1996,Toxin,4
BT_Cry9Ca1,Spodoptera exigua,Lepidoptera,10.1128/aem.62.1.80-86.1996,Toxin,4
BT_Cry9Ca1,Spodoptera littoralis,Lepidoptera,10.1128/aem.62.1.80-86.1996,Toxin,4
BT_Cry9Ca,Cacyreus marshalli,Lepidoptera,10.1128/AEM.68.8.4090-4094.2002,Toxin,3
BT_Cry9Ca,Choristoneura fumiferana,Lepidoptera,10.1111/j.1574-6968.2002.tb11378.x,Toxin,3
BT_Cry9Ca,Earias insulana,Lepidoptera,10.1128/AEM.72.1.437-442.2006,Toxin,3
BT_Cry9Ca,Epinotia aporema,Lepidoptera,10.1016/j.jip.2006.09.002,Toxin,3
BT_Cry9Ca,Helicoverpa armigera,Lepidoptera,10.1016/j.jip.2005.04.003,Toxin,3
BT_Cry9Ca,Lobesia botrana,Lepidoptera,10.1128/AEM.01511-06,Toxin,3
BT_Cry9Ca,Plutella xylostella,Lepidoptera,10.1007/s00253-012-4213-y,Toxin,3
BT_Cry9Ca,Agrotis segetum,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Ca,Bombyx mori,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Ca,Chilo suppressalis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Ca,Danaus plexippus,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Ca,Heliothis virescens,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Ca,Mamestra brassicae,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Ca,Manduca sexta,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Ca,Ostrinia nubilalis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Ca,Pectinophora gossypiella,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Ca,Spodoptera littoralis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Ca,Trichoplusia ni,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry9Cb1,Agrotis ipsilon,Lepidoptera,10.1021/acs.jafc.9b00385,Toxin,4
BT_Cry9Cb1,Chilo suppressalis,Lepidoptera,10.1021/acs.jafc.9b00385,Toxin,4
BT_Cry9Cb1,Mythimna separata,Lepidoptera,10.1021/acs.jafc.9b00385,Toxin,4
BT_Cry9Cb1,Ostrinia furnacalis,Lepidoptera,10.1021/acs.jafc.9b00385,Toxin,4
BT_Cry9Cb1,Plutella xylostella,Lepidoptera,10.1021/acs.jafc.9b00385,Toxin,4
BT_Cry9Da1,Bombyx mori,Lepidoptera,US5736514A,Toxin,4
BT_Cry9Da1,Plutella xylostella,Lepidoptera,US5736514A,Toxin,4
BT_Cry9Da,Anomala cuprea,Coleoptera,10.3390/toxins12070430,Toxin,3
BT_Cry9Db1,Ostrinia nubilalis,Lepidoptera,US7541517B2,Toxin,4
BT_Cry9Ea10,Hyphantria cunea,Lepidoptera,10.2991/bbe-16.2016.38,Toxin,4
BT_Cry9Ea,Cydia pomonella,Lepidoptera,10.1002/ps.6157,Toxin,3
BT_Cry9Eb1,Heliothis virescens,Lepidoptera,WO2001047952A2,Toxin,4
BT_Cry9Eb1,Ostrinia nubilalis,Lepidoptera,WO2001047952A2,Toxin,4
BT_Cry9Eb2,Ostrinia furnacalis,Lepidoptera,10.1007/s00253-013-4781-5,Toxin,4
BT_Cry9Eb2,Plutella xylostella,Lepidoptera,10.1007/s00253-013-4781-5,Toxin,4
BT_Cry9Ec1,Bombyx mori,Lepidoptera,10.1007/s00284-002-3804-8,Toxin,4
BT_Cry9Ec1,Bombyx mori,Lepidoptera,10.1139/w05-084,Toxin,4
BT_Cry9Ec1,Plutella xylostella,Lepidoptera,10.1139/w05-084,Toxin,4
BT_Cry9Ed1,Ostrinia nubilalis,Lepidoptera,US7541517B2,Toxin,4
BT_Cry9Ee1,Ostrinia furnacalis,Lepidoptera,10.1007/s00253-013-4781-5,Toxin,4
BT_Cry9Ee1,Plutella xylostella,Lepidoptera,10.1007/s00253-013-4781-5,Toxin,4
BT_Cry9Ee2,Ostrinia nubilalis,Lepidoptera,US8461421B2,Toxin,4
BT_Cry9Ga1,Anticarsia gemmatalis,Lepidoptera,US8686124B2,Toxin,4
BT_Cry9Ga1,Diatraea grandiosella,Lepidoptera,US8686124B2,Toxin,4
BT_Cry9Ga1,Plutella xylostella,Lepidoptera,US8686124B2,Toxin,4
BT_CryAb2,Helicoverpa armigera,Lepidoptera,10.1016/j.jip.2005.04.003,Toxin,4
BT_Cy1Hc1,Ostrinia furnacalis,Lepidoptera,10.1080/09583157.2015.1062844,Toxin,4
BT_Cy1Hc1,Plutella xylostella,Lepidoptera,10.1080/09583157.2015.1062844,Toxin,4
BTS01099E,Helicoverpa zea,Lepidoptera,WO02057664A2,Strain,Strain
BTS01099E,Heliothis virescens,Lepidoptera,WO02057664A2,Strain,Strain
BTS01099E,Ostrinia nubilalis,Lepidoptera,WO02057664A2,Strain,Strain
BtS02072BG,Helicoverpa zea,Lepidoptera,WO2001047952A2,Strain,Strain
BtS02072BG,Heliothis virescens,Lepidoptera,WO2001047952A2,Strain,Strain
BtS02072BG,Ostrinia nubilalis,Lepidoptera,WO2001047952A2,Strain,Strain
BtS02072BG,Sesamia nonagrioides,Lepidoptera,WO2001047952A2,Strain,Strain
BtS02739C,Helicoverpa zea,Lepidoptera,WO2001047952A2,Strain,Strain
BtS02739C,Heliothis virescens,Lepidoptera,WO2001047952A2,Strain,Strain
BtS02739C,Ostrinia nubilalis,Lepidoptera,WO2001047952A2,Strain,Strain
BTS02761A,Helicoverpa zea,Lepidoptera,WO02057664A2,Strain,Strain
BTS02761A,Heliothis virescens,Lepidoptera,WO02057664A2,Strain,Strain
BTS02761A,Ostrinia nubilalis,Lepidoptera,WO02057664A2,Strain,Strain
BTS02761A,Sesamia nonagrioides,Lepidoptera,WO02057664A2,Strain,Strain
btsu4,Anoplophora glabripennis,Coleoptera,10.3390/toxins12100642,Strain,Strain
btsu4,Colaphellus bowringi,Coleoptera,10.3390/toxins12100642,Strain,Strain
btsu4,Holotrichia oblita,Coleoptera,10.3390/toxins12100642,Strain,Strain
btsu4,Holotrichia parallela,Coleoptera,10.3390/toxins12100642,Strain,Strain
Buibui,Anomala orientalis,Coleoptera,10.1603/029.102.0520,Strain,Strain
Buibui,Cyclocephala borealis,Coleoptera,10.1603/029.102.0520,Strain,Strain
Bun1-14,Anopheles stephensi,Diptera,10.1016/j.jip.2006.05.007,Strain,Strain
BUPM109,Aedes aegypti,Diptera,10.1016/j.jip.2014.11.005,Strain,Strain
C15,Caenorhabditis elegans,Nematoda,10.1038/srep31341,Strain,Strain
C18,Aedes aegypti,Diptera,US5986177A,Strain,Strain
C18,Aedes albopictus,Diptera,US5986177A,Strain,Strain
C18,Aedes triseriatus,Diptera,US5986177A,Strain,Strain
C18,Agrotis ipsilon,Lepidoptera,10.1111/lam.12115,Strain,Strain
C18,Culex pipiens,Diptera,US5986177A,Strain,Strain
C18,Culicoides variipennis,Diptera,US5986177A,Strain,Strain
C18,Diabrotica undecimpunctata howardi,Coleoptera,US5986177A,Strain,Strain
C18,Diabrotica virgifera virgifera,Coleoptera,US5986177A,Strain,Strain
C18,Leptinotarsa decemlineata,Coleoptera,US5986177A,Strain,Strain
C18,Manduca sexta,Lepidoptera,US5986177A,Strain,Strain
C18,Meloidogyne incognita,Nematoda,US5986177A,Strain,Strain
C18,Pectinophora gossypiella,Lepidoptera,US5986177A,Strain,Strain
C18,Samia ricini,Lepidoptera,US5986177A,Strain,Strain
C18,Sesamia cretica,Lepidoptera,US5986177A,Strain,Strain
C18,Spodoptera littoralis,Lepidoptera,US5986177A,Strain,Strain
C-33,Cydia pomonella,Lepidoptera,10.1080/09583157.2013.791365,Strain,Strain
CIB 163-131,Aedes aegypti,Diptera,10.1590/S0074-02761997000200021,Strain,Strain
CIB 163-131,Culex quinquefasciatus,Diptera,10.1590/S0074-02761997000200021,Strain,Strain
CT-43,Plutella xylostella,Lepidoptera,PMID:9639832,Strain,Strain
DAB-Bt1,Anopheles stephensi,Diptera,Bukhari and Shakoori,2010,Strain
DAB-Bt2,Anopheles stephensi,Diptera,Bukhari and Shakoori,2010,Strain
DAB-Bt3,Anopheles stephensi,Diptera,Bukhari and Shakoori,2010,Strain
DAB-Bt4,Anopheles stephensi,Diptera,Bukhari and Shakoori,2010,Strain
DAB-Bt5,Anopheles stephensi,Diptera,Bukhari and Shakoori,2010,Strain
DAB-Bt6,Anopheles stephensi,Diptera,Bukhari and Shakoori,2010,Strain
DB27,Caenorhabditis elegans,Nematoda,10.1128/AEM.00464-14,Strain,Strain
DP1019,Ostrinia nubilalis,Lepidoptera,US7541517B2,Strain,Strain
FCC41,Aedes aegypti,Diptera,10.1093/gbe/evy211,Strain,Strain
