protein_name	source	nucl_accession	start	stop	strand	ipg_prot_id	ipg_prot_name	organism	strain	assembly
--	RefSeq	NZ_CP032609.1	87617	91141	+	WP_129542631.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	QZL38	GCF_003626955.1
--	INSDC	CP032609.1	87617	91141	+	AYF84829.1	pesticidal protein	Bacillus thuringiensis	QZL38	GCA_003626955.1
--	PAT	N/A				ATK48835.1	Sequence 485 from patent US 9567381	Unknown		
--	PAT	N/A				QPT64408.1	Sequence 485 from patent US 10669319	Unknown		
BT_Cry9Aa3	INSDC	GQ249293.1	1	3456	+	ADE60735.1	cry9Aa-like protein	Bacillus thuringiensis	SC5(D2)	
--	INSDC	X58534.1	385	3837	+	CAA41425.1	crystal protein	Bacillus thuringiensis		
--	PAT	N/A				ACS12640.1	Sequence 13 from patent US 7541517	Unknown		
--	PAT	N/A				ACW18901.1	Sequence 13 from patent US 7557080	Unknown		
--	PAT	N/A				ADC00702.1	Sequence 13 from patent US 7629504	Unknown		
--	PAT	N/A				ADS38860.1	Sequence 13 from patent US 7790846	Unknown		
--	PAT	N/A				ATK48852.1	Sequence 502 from patent US 9567381	Unknown		
--	PAT	N/A				QPT64425.1	Sequence 502 from patent US 10669319	Unknown		
NOV_Cry1Aa11_99.9_AIE37439.1	INSDC	CP004876.1	235898	239428	+	AIE37439.1	Pesticidal crystal protein cry1Aa	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCA_000717535.1
--	RefSeq	NZ_CP004876.1	235898	239428	+	WP_042970271.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	GCF_000717535.1
NOV_Cry1Aa12_99.8_AGC03212.1	INSDC	KC158223.1	527	4057	+	AGC03212.1	insecticidal crystal protein	Bacillus thuringiensis	Lip	
--	PAT	N/A				ATK49720.1	Sequence 1370 from patent US 9567381	Unknown		
--	PAT	N/A				QPT65294.1	Sequence 1370 from patent US 10669319	Unknown		
NOV_Cry1Aa12_99.9_OUA40850.1	INSDC	NFEQ01000164.1	1024	3262	+	OUA40850.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	T07030	GCA_002147605.1
NOV_Cry1Ab12_99.9_OTZ08639.1	INSDC	NFDW01000211.1	1	2154	-	OTZ08639.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J3	GCA_002147185.1
NOV_Cry1Ac10_99.0_CAA70925.1	INSDC	Y09787.1	1	1857	+	CAA70925.1	delta-endotoxin	Bacillus thuringiensis	HD-73	
NOV_Cry1Ac2_99.8_OTZ14059.1	INSDC	NFDY01000165.1	6073	9606	+	OTZ14059.1	pesticidal protein	Bacillus thuringiensis serovar aizawai	BGSC 4J5	GCA_002147255.1
--	RefSeq	NZ_JAKUGV010000116.1	384	3917	-	WP_074644113.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus cereus group sp. BfR-BA-01318	BfR-BA-01318	GCF_022664155.1
--	RefSeq	NZ_MIFJ01000146.1	9747	13280	-	WP_074644113.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus cereus	MOD1_Bc21	GCF_001913455.1
--	RefSeq	NZ_NFDY01000165.1	6073	9606	+	WP_074644113.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar aizawai	BGSC 4J5	GCF_002147255.1
--	RefSeq	NZ_NFEM01000123.1	6073	9606	+	WP_074644113.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	HD5	GCF_002147535.1
--	RefSeq	NZ_WJDD01000113.1	641	4174	+	WP_074644113.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	4F5	GCF_009647045.1
--	RefSeq	NZ_WJDE01000133.1	371	3904	-	WP_074644113.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	4F4	GCF_009646985.1
--	RefSeq	NZ_WJDG01000086.1	4006	7539	-	WP_074644113.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	4F2	GCF_009647015.1
--	RefSeq	NZ_WJDH01000136.1	641	4174	+	WP_074644113.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	4F1	GCF_009647075.1
--	INSDC	WJDH01000136.1	641	4174	+	MRC08184.1	pesticidal protein	Bacillus thuringiensis	4F1	GCA_009647075.1
--	INSDC	WJDD01000113.1	641	4174	+	MRC63030.1	pesticidal protein	Bacillus thuringiensis	4F5	GCA_009647045.1
--	INSDC	WJDE01000133.1	371	3904	-	MRC81517.1	pesticidal protein	Bacillus thuringiensis	4F4	GCA_009646985.1
--	INSDC	WJDG01000086.1	4006	7539	-	MRD22270.1	pesticidal protein	Bacillus thuringiensis	4F2	GCA_009647015.1
--	INSDC	NFEM01000123.1	6073	9606	+	OTZ97385.1	pesticidal protein	Bacillus thuringiensis	HD5	GCA_002147535.1
--	INSDC	OL899340.1	1	3534	+	UQH66865.1	Cry1Ac	Bacillus thuringiensis	LBIT-418	
NOV_Cry1Ae1_99.9_AND11141.1	INSDC	CP015177.1	249585	253130	-	AND11141.1	pesticidal protein	Bacillus thuringiensis serovar alesti	BGSC 4C1	GCA_001640965.1
--	RefSeq	NZ_CP015177.1	249585	253130	-	WP_063676659.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar alesti	BGSC 4C1	GCF_001640965.1
NOV_Cry1Ba2_99.9_OTY85625.1	INSDC	NFDT01000220.1	1808	5494	-	OTY85625.1	pesticidal protein	Bacillus thuringiensis serovar subtoxicus	BGSC 4I4	GCA_002146945.1
--	RefSeq	NZ_CP050183.1	20707	24393	-	WP_086412479.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	HER1410	GCF_013340745.1
--	RefSeq	NZ_CP074714.1	20454	24140	-	WP_086412479.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	B13	GCF_021595545.1
--	RefSeq	NZ_JAKUFX010000208.1	1994	5680	+	WP_086412479.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus cereus group sp. BfR-BA-01356	BfR-BA-01356	GCF_022663635.1
--	RefSeq	NZ_NFDT01000220.1	1808	5494	-	WP_086412479.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar subtoxicus	BGSC 4I4	GCF_002146945.1
--	RefSeq	NZ_PGEB01000344.1	289	3975	-	WP_086412479.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar entomocidus	BGSC 4I4	GCF_002911955.1
--	RefSeq	NZ_WJCU01000194.1	292	3978	-	WP_086412479.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	4I5	GCF_009646805.1
--	Swiss-Prot	N/A				P0A374.1	Pesticidal crystal protein Cry1Ba	Bacillus thuringiensis serovar entomocidus		
--	INSDC	AF363025.1	421	4107	+	AAK51084.1	delta-endotoxin Cry1Ba2	Bacillus thuringiensis serovar entomocidus	HD-9	
--	INSDC	X95704.1	186	3872	+	CAA65003.1	cry1Ba2	Bacillus thuringiensis serovar entomocidus	HD-110	
--	INSDC	WJCU01000194.1	292	3978	-	MRA88079.1	pesticidal protein	Bacillus thuringiensis	4I5	GCA_009646805.1
--	INSDC	CP050183.1	20707	24393	-	QKO31262.1	pesticidal protein	Bacillus thuringiensis	HER1410	GCA_013340745.1
--	INSDC	CP074714.1	20454	24140	-	UJP60438.1	pesticidal protein	Bacillus thuringiensis	B13	GCA_021595545.1
--	PAT	N/A				AOI37208.1	Sequence 46 from patent US 9243262	Unknown		
--	PAT	N/A				AOI37210.1	Sequence 48 from patent US 9243262	Unknown		
--	PAT	N/A				ATK48487.1	Sequence 137 from patent US 9567381	Unknown		
--	PAT	N/A				ATK48489.1	Sequence 139 from patent US 9567381	Unknown		
--	PAT	N/A				QBD04108.1	Sequence 46 from patent US 10167323	Unknown		
--	PAT	N/A				QBD04110.1	Sequence 48 from patent US 10167323	Unknown		
--	PAT	N/A				QBE43526.1	Sequence 46 from patent US 10196633	Unknown		
--	PAT	N/A				QBE43528.1	Sequence 48 from patent US 10196633	Unknown		
--	PAT	N/A				QPT64060.1	Sequence 137 from patent US 10669319	Unknown		
--	PAT	N/A				QPT64062.1	Sequence 139 from patent US 10669319	Unknown		
--	PAT	N/A				QWX23310.1	Sequence 46 from patent US 10934330	Unknown		
--	PAT	N/A				QWX23312.1	Sequence 48 from patent US 10934330	Unknown		
NOV_Cry1Be1_99.4_AOV85568.1	INSDC	KU761578.1	1	3681	-	AOV85568.1	Cry1Be	Bacillus thuringiensis	LBR2	
--	INSDC	MT431386.1	1	3684	+	QWM97597.1	cry toxin	Bacillus thuringiensis	TrC5.4	
NOV_Cry1Ca1_99.9_BAM67040.1	INSDC	AB762699.1	1	3570	+	BAM67040.1	delta-endotoxin	Bacillus thuringiensis		
NOV_Cry1Ca4_99.9_QBO56621.1	INSDC	MH719015.1	1	3570	+	QBO56621.1	Cry1C-like protein	Bacillus thuringiensis serovar kurstaki		
NOV_Cry1Da3_99.9_OTZ53868.1	INSDC	NFEB01000036.1	51500	54994	-	OTZ53868.1	pesticidal protein	Bacillus thuringiensis serovar toumanoffi	BGSC 4N1	GCA_002147315.1
--	RefSeq	NZ_CM000758.1	5667249	5670743	-	WP_000405159.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis IBL 200	IBL 200	GCF_000161715.1
--	RefSeq	NZ_CP014853.1	153530	157024	-	WP_000405159.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	HD12	GCF_001598095.1
--	RefSeq	NZ_CP076541.1	23248	26742	+	WP_000405159.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	GR007	GCF_018885365.1
--	RefSeq	NZ_LDHB01000120.1	1854	5348	-	WP_000405159.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	G25-93	GCF_015845195.1
--	RefSeq	NZ_LDHF01000080.1	1651	5145	+	WP_000405159.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	G25-97	GCF_015845305.1
--	RefSeq	NZ_NFEB01000036.1	51500	54994	-	WP_000405159.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar toumanoffi	BGSC 4N1	GCF_002147315.1
--	RefSeq	NZ_PGEC01000066.1	380	3874	-	WP_000405159.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar morrisoni	BGSC 4K1	GCF_002911975.1
--	INSDC	CP014853.1	153530	157024	-	AMR88578.1	pesticidal protein	Bacillus thuringiensis	HD12	GCA_001598095.1
--	INSDC	ACNK01000108.1	51144	54638	-	EEM92953.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis IBL 200	IBL 200	GCA_000161715.1
--	INSDC	CM000758.1	5667249	5670743	-	EEM92953.1	Pesticidal crystal protein cry1Ae	Bacillus thuringiensis IBL 200	IBL 200	GCA_000161715.1
--	INSDC	LDHB01000120.1	1854	5348	-	MBG9638919.1	pesticidal protein	Bacillus thuringiensis	G25-93	GCA_015845195.1
--	INSDC	LDHF01000080.1	1651	5145	+	MBG9673341.1	pesticidal protein	Bacillus thuringiensis	G25-97	GCA_015845305.1
--	INSDC	MN006159.1	1	3495	+	QKO28712.1	crystal insecticidal protein	Bacillus thuringiensis	SVBS18-01	
--	INSDC	CP076541.1	23248	26742	+	QWS48568.1	pesticidal protein	Bacillus thuringiensis	GR007	GCA_018885365.1
--	PAT	MP872173.1	1	3495	+	SZF07016.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry1Gb2_99.9_OTY56195.1	INSDC	NFDO01000190.1	623	4132	-	OTY56195.1	pesticidal protein	Bacillus thuringiensis serovar azorensis	BGSC 4CB1	GCA_002147085.1
--	RefSeq	NZ_NFDO01000190.1	623	4132	-	WP_087988129.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar azorensis	BGSC 4CB1	GCF_002147085.1
--	RefSeq	NZ_NFDR01000146.1	1722	5231	+	WP_087988129.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar galleriae	BGSC 4G1	GCF_002147105.1
--	RefSeq	NZ_PGDZ01000245.1	221	3730	+	WP_087988129.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar galleriae	BGSC 4G4	GCF_002911925.1
--	INSDC	NFDR01000146.1	1722	5231	+	OTY84534.1	pesticidal protein	Bacillus thuringiensis serovar galleriae	BGSC 4G1	GCA_002147105.1
NOV_Cry21Aa2_99.7_AXE15629.1	INSDC	MF893204.1	1	3504	+	AXE15629.1	Cry21-like protein	Bacillus thuringiensis	LBIT-107	
--	RefSeq	NZ_CP021438.1	70800	74303	-	WP_127064356.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	C15	GCF_003991175.1
--	RefSeq	NZ_LDFO01000268.1	6223	9726	+	WP_127064356.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	G25-47	GCF_015881105.1
--	INSDC	CP021438.1	70800	74303	-	AZR80706.1	hypothetical protein	Bacillus thuringiensis	C15	GCA_003991175.1
NOV_Cry28Aa2_99.6_ABB51653.1	INSDC	DQ242520.1	1127	4513	+	ABB51653.1	crystal protein Cry28Aa	Bacillus thuringiensis serovar finitimus		
NOV_Cry2Ad1_99.8_ABB55273.1	INSDC	DQ219823.1	1	1902	+	ABB55273.1	crystal protein Cry2Ad2	Bacillus thuringiensis		
NOV_Cry30Fa1_98.8_AFU17333.1	INSDC	CP003692.1	75994	78126	-	AFU17333.1	Cry30-like protein	Bacillus thuringiensis MC28	MC28	GCA_000300475.1
NOV_Cry32Ma1_37.1_PFE13212.1	INSDC	NTRS01000073.1	28447	30372	+	PFE13212.1	hypothetical protein	Bacillus thuringiensis	AFS022658	GCA_002560645.1
--	RefSeq	NZ_NTRS01000073.1	28447	30372	+	WP_098349012.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS022658	GCF_002560645.1
--	RefSeq	NZ_NUWB01000023.1	77955	79880	-	WP_098349012.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS084862	GCF_002565385.1
--	RefSeq	NZ_NVDM01000021.1	28444	30369	+	WP_098349012.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS061177	GCF_002570855.1
--	INSDC	NUWB01000023.1	77955	79880	-	PFJ62899.1	hypothetical protein	Bacillus thuringiensis	AFS084862	GCA_002565385.1
--	INSDC	NVDM01000021.1	28444	30369	+	PFV01225.1	hypothetical protein	Bacillus thuringiensis	AFS061177	GCA_002570855.1
NOV_Cry32Ma1_37.1_PFJ62899.1	INSDC	NUWB01000023.1	77955	79880	-	PFJ62899.1	hypothetical protein	Bacillus thuringiensis	AFS084862	GCA_002565385.1
--	RefSeq	NZ_NTRS01000073.1	28447	30372	+	WP_098349012.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS022658	GCF_002560645.1
--	RefSeq	NZ_NUWB01000023.1	77955	79880	-	WP_098349012.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS084862	GCF_002565385.1
--	RefSeq	NZ_NVDM01000021.1	28444	30369	+	WP_098349012.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS061177	GCF_002570855.1
--	INSDC	NTRS01000073.1	28447	30372	+	PFE13212.1	hypothetical protein	Bacillus thuringiensis	AFS022658	GCA_002560645.1
--	INSDC	NVDM01000021.1	28444	30369	+	PFV01225.1	hypothetical protein	Bacillus thuringiensis	AFS061177	GCA_002570855.1
NOV_Cry32Wa1_39.0_PGU92045.1	INSDC	NUMX01000070.1	5053	6978	-	PGU92045.1	hypothetical protein	Bacillus thuringiensis	AFS038158	GCA_002578625.1
--	RefSeq	NZ_NUMX01000070.1	5053	6978	-	WP_098834641.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS038158	GCF_002578625.1
NOV_Cry32Wa1_39.0_PGY60137.1	INSDC	NUPE01000009.1	37726	39651	-	PGY60137.1	hypothetical protein	Bacillus thuringiensis	AFS030961	GCA_002583285.1
--	RefSeq	NZ_NUJG01000096.1	3386	5311	-	WP_098563827.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS047495	GCF_002576765.1
--	RefSeq	NZ_NUPE01000009.1	37726	39651	-	WP_098563827.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS030961	GCF_002583285.1
--	RefSeq	NZ_NUZR01000007.1	37702	39627	-	WP_098563827.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS073530	GCF_002566935.1
--	INSDC	NUZR01000007.1	37702	39627	-	PFP10217.1	hypothetical protein	Bacillus thuringiensis	AFS073530	GCA_002566935.1
--	INSDC	NUJG01000096.1	3386	5311	-	PGP47008.1	hypothetical protein	Bacillus thuringiensis	AFS047495	GCA_002576765.1
NOV_Cry32Wa1_39.2_PFK99360.1	INSDC	NUWX01000002.1	44478	46403	-	PFK99360.1	hypothetical protein	Bacillus thuringiensis	AFS082247	GCA_002566325.1
--	RefSeq	NZ_NUWX01000002.1	44478	46403	-	WP_098515340.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS082247	GCF_002566325.1
NOV_Cry32Wa1_39.2_PGR92655.1	INSDC	NUKV01000051.1	26270	28195	+	PGR92655.1	hypothetical protein	Bacillus thuringiensis	AFS043063	GCA_002577025.1
--	RefSeq	NZ_NUKV01000051.1	26270	28195	+	WP_098675605.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS043063	GCF_002577025.1
--	RefSeq	NZ_NVEF01000073.1	3216	5141	-	WP_098675605.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS059517	GCF_002571265.1
--	INSDC	NVEF01000073.1	3216	5141	-	PFV85565.1	hypothetical protein	Bacillus thuringiensis	AFS059517	GCA_002571265.1
--	PAT	N/A				QHY91563.1	Sequence 109 from patent US 10480006	Unknown		
NOV_Cry4Aa1_98.1_ABR12217.1	INSDC	EF424471.1	1	3543	+	ABR12217.1	Cry4A	Bacillus thuringiensis		
--	INSDC	EF424469.1	1	3543	+	ABR12215.1	Cry4A	Bacillus thuringiensis		
NOV_Cry4Aa2_99.9_BAE79727.1	INSDC	AB250380.1	31	2121	+	BAE79727.1	cry4A	Bacillus thuringiensis		
NOV_Cry5Ba1_99.8_PDY40352.1	INSDC	NVKR01000002.1	996	4733	+	PDY40352.1	pesticidal protein	Bacillus thuringiensis	AFS098399	GCA_002550215.1
--	RefSeq	NZ_LDFJ01000298.1	61800	65537	+	WP_097983832.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	G25-41	GCF_015881065.1
--	RefSeq	NZ_LDFR01000022.1	19221	22958	+	WP_097983832.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	G25-50	GCF_015881165.1
--	RefSeq	NZ_NTRU01000302.1	1376	5113	+	WP_097983832.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS022504	GCF_002560695.1
--	RefSeq	NZ_NUIK01000111.1	429	4166	-	WP_097983832.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS050081	GCF_002576585.1
--	RefSeq	NZ_NVCX01000141.1	458	4195	-	WP_097983832.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS063736	GCF_002571105.1
--	RefSeq	NZ_NVKR01000002.1	996	4733	+	WP_097983832.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS098399	GCF_002550215.1
--	INSDC	LDFJ01000298.1	61800	65537	+	MBG9496152.1	hypothetical protein	Bacillus thuringiensis	G25-41	GCA_015881065.1
--	INSDC	LDFR01000022.1	19221	22958	+	MBG9504930.1	hypothetical protein	Bacillus thuringiensis	G25-50	GCA_015881165.1
--	INSDC	NTRU01000302.1	1376	5113	+	PFE29821.1	pesticidal protein	Bacillus thuringiensis	AFS022504	GCA_002560695.1
--	INSDC	NVCX01000141.1	458	4195	-	PFT97155.1	pesticidal protein	Bacillus thuringiensis	AFS063736	GCA_002571105.1
--	INSDC	NUIK01000111.1	429	4166	-	PGO34936.1	pesticidal protein	Bacillus thuringiensis	AFS050081	GCA_002576585.1
NOV_Cry61Aa3_99.9_AFI42035.1	INSDC	JF960958.1	1	3461	+	AFI42035.1	Cry61Aa	Bacillus thuringiensis	xl6-1	
NOV_Cry70Ba1_97.3_PER34669.1	INSDC	NTYF01000308.1	322	2748	+	PER34669.1	hypothetical protein	Bacillus thuringiensis	AFS005140	GCA_002558525.1
--	RefSeq	NZ_NTVJ01000233.1	322	2748	+	WP_098223779.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS013213	GCF_002558015.1
--	RefSeq	NZ_NTYF01000308.1	322	2748	+	WP_098223779.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS005140	GCF_002558525.1
--	RefSeq	NZ_NUPG01000184.1	834	3260	-	WP_098223779.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS030866	GCF_002586085.1
--	RefSeq	NZ_NUUZ01000087.1	834	3260	-	WP_098223779.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS088016	GCF_002564505.1
--	RefSeq	NZ_NVEK01000342.1	834	3260	-	WP_098223779.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis	AFS059039	GCF_002571305.1
--	INSDC	NTVJ01000233.1	322	2748	+	PEU74801.1	hypothetical protein	Bacillus thuringiensis	AFS013213	GCA_002558015.1
--	INSDC	NUUZ01000087.1	834	3260	-	PFI06834.1	hypothetical protein	Bacillus thuringiensis	AFS088016	GCA_002564505.1
--	INSDC	NVEK01000342.1	834	3260	-	PFW18565.1	hypothetical protein	Bacillus thuringiensis	AFS059039	GCA_002571305.1
--	INSDC	NUPG01000184.1	834	3260	-	PGY64190.1	hypothetical protein	Bacillus thuringiensis	AFS030866	GCA_002586085.1
NOV_Cry7Ab4_99.8_OTW46212.1	INSDC	NFCF01000088.1	6680	10096	+	OTW46212.1	pesticidal protein	Bacillus thuringiensis serovar mexicanensis	BGSC 4AC1	GCA_002146325.1
--	RefSeq	NZ_CM000752.1	6130689	6134105	-	WP_001052621.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar monterrey BGSC 4AJ1	BGSC 4AJ1	GCF_000161595.1
--	RefSeq	NZ_NFCF01000088.1	6680	10096	+	WP_001052621.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar mexicanensis	BGSC 4AC1	GCF_002146325.1
--	RefSeq	NZ_NFCK01000054.1	19761	23177	-	WP_001052621.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar monterrey	BGSC 4AJ1	GCF_002146495.1
--	RefSeq	NZ_PHSL01000205.1	19447	22863	-	WP_001052621.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar monterrey	BGSC 4AJ1	GCF_002911945.1
--	INSDC	ACNE01000207.1	19447	22863	-	EEM55953.1	Pesticidal crystal protein cry7Aa	Bacillus thuringiensis serovar monterrey BGSC 4AJ1	BGSC 4AJ1	GCA_000161595.1
--	INSDC	CM000752.1	6130689	6134105	-	EEM55953.1	Pesticidal crystal protein cry7Aa	Bacillus thuringiensis serovar monterrey BGSC 4AJ1	BGSC 4AJ1	GCA_000161595.1
--	INSDC	NFCK01000054.1	19761	23177	-	OTX02121.1	pesticidal protein	Bacillus thuringiensis serovar monterrey	BGSC 4AJ1	GCA_002146495.1
NOV_Cry7Fa2_99.9_ALL21979.1	INSDC	CP013000.1	2165316	2168669	-	ALL21979.1	pesticidal protein	Bacillus thuringiensis	XL6	GCA_000774075.2
--	INSDC	CP013001.1	366698	370051	-	ALL11841.1	pesticidal protein	Bacillus thuringiensis	XL6	GCA_000774075.2
--	INSDC	ACMY01000199.1	1783	5136	+	EEM19090.1	hypothetical protein	Bacillus thuringiensis serovar tochigiensis BGSC 4Y1	BGSC 4Y1	GCA_000161475.1
--	INSDC	CM000746.1	5607603	5610956	+	EEM19090.1	hypothetical protein	Bacillus thuringiensis serovar tochigiensis BGSC 4Y1	BGSC 4Y1	GCA_000161475.1
--	PAT	N/A				ATK48820.1	Sequence 470 from patent US 9567381	Unknown		
--	PAT	N/A				QPT64393.1	Sequence 470 from patent US 10669319	Unknown		
NOV_Cry7Ia1_99.9_AEH76815.1	INSDC	JF521575.1	1	3483	+	AEH76815.1	Cry7Ba1-like protein	Bacillus thuringiensis	Sbt011	
NOV_Cry8Ba1_97.0_OUB21150.1	INSDC	MOON01000117.1	8616	12125	-	OUB21150.1	hypothetical protein	Bacillus thuringiensis serovar pirenaica	BGSC 4BU1	GCA_002147955.1
--	RefSeq	NZ_MOON01000023.1	9774	13283	-	WP_086423161.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar pirenaica	BGSC 4BU1	GCF_002147955.1
--	RefSeq	NZ_MOON01000077.1	10365	13874	-	WP_086423161.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar pirenaica	BGSC 4BU1	GCF_002147955.1
--	RefSeq	NZ_MOON01000109.1	9555	13064	+	WP_086423161.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar pirenaica	BGSC 4BU1	GCF_002147955.1
--	RefSeq	NZ_MOON01000117.1	8616	12125	-	WP_086423161.1	insecticidal delta-endotoxin Cry8Ea1 family protein	Bacillus thuringiensis serovar pirenaica	BGSC 4BU1	GCF_002147955.1
--	INSDC	MOON01000109.1	9555	13064	+	OUB22932.1	hypothetical protein	Bacillus thuringiensis serovar pirenaica	BGSC 4BU1	GCA_002147955.1
--	INSDC	MOON01000077.1	10365	13874	-	OUB29323.1	hypothetical protein	Bacillus thuringiensis serovar pirenaica	BGSC 4BU1	GCA_002147955.1
--	INSDC	MOON01000023.1	9774	13283	-	OUB35201.1	hypothetical protein	Bacillus thuringiensis serovar pirenaica	BGSC 4BU1	GCA_002147955.1
--	INSDC	MZ355710.1	1	3510	+	UJH94662.1	Cry8Ba2	Bacillus thuringiensis	Na210	
NOV_Cry8Bb1_97.5_ABJ38797.1	PAT	N/A				ABJ38797.1	Sequence 54 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46607.1	Sequence 54 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31082.1	Sequence 54 from patent US 7462760	Unknown		
--	PAT	CS130998.1	1	2019	+	CAJ21070.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.1_ABJ38799.1	PAT	N/A				ABJ38799.1	Sequence 58 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46609.1	Sequence 58 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31084.1	Sequence 58 from patent US 7462760	Unknown		
--	PAT	CS131002.1	1	2019	+	CAJ21072.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.2_ABJ38815.1	PAT	N/A				ABJ38815.1	Sequence 90 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46625.1	Sequence 90 from patent US 7378499	Unknown		
