Cry	id	dom_id	type_id	Cry_len	len	dom_len	type_len
NOV_Cry68Aa1_46.2_ARJ25655.1	50.7025160099802	domain1	ref	NOV_Cry68Aa1_46.2_ARJ25655.1	633	domain1	ref
NOV_Cry68Aa1_74.8_WP_103592020.1	50.9158623320475	domain1	ref	NOV_Cry68Aa1_74.8_WP_103592020.1	630	domain1	ref
NOV_Cry68Aa1_80.1_PEU91245.1	51.0849115641503	domain1	ref	NOV_Cry68Aa1_80.1_PEU91245.1	633	domain1	ref
NOV_Cry69Aa2_62.7_WP_103591151.1	51.7448799178607	domain1	ref	NOV_Cry69Aa2_62.7_WP_103591151.1	594	domain1	ref
NOV_Cry69Ab1_58.0_PEU83535.1	52.0163213295667	domain1	ref	NOV_Cry69Ab1_58.0_PEU83535.1	588	domain1	ref
NOV_Cry69Ab1_59.2_WP_103591619.1	51.6014647372917	domain1	ref	NOV_Cry69Ab1_59.2_WP_103591619.1	588	domain1	ref
NOV_Cry70Aa1_77.7_WP_098222608.1	49.780766985943	domain1	ref	NOV_Cry70Aa1_77.7_WP_098222608.1	684	domain1	ref
NOV_Cry70Bb1_67.1_OUB77817.1	50.1958643528506	domain1	ref	NOV_Cry70Bb1_67.1_OUB77817.1	654	domain1	ref
NOV_Cry71Aa1_65.9_PEU78325.1	50.5099978960175	domain1	ref	NOV_Cry71Aa1_65.9_PEU78325.1	519	domain1	ref
NOV_Cry73Aa1_40.0_PQQ47537.1	49.5575882507306	domain1	ref	NOV_Cry73Aa1_40.0_PQQ47537.1	651	domain1	ref
NOV_Cry73Aa1_88.4_AQM56942.1	50.9535870724594	domain1	ref	NOV_Cry73Aa1_88.4_AQM56942.1	693	domain1	ref
NOV_Cry7Ba1_84.3_AFI42043.1	52.2000944070613	domain1	ref	NOV_Cry7Ba1_84.3_AFI42043.1	597	domain1	ref
NOV_Cry7Ca1_86.8_AGM39664.1	53.3021902657077	domain1	ref	NOV_Cry7Ca1_86.8_AGM39664.1	609	domain1	ref
NOV_Cry7Ca1_99.7_ABR67863.2	53.18153342448	domain1	ref	NOV_Cry7Ca1_99.7_ABR67863.2	609	domain1	ref
NOV_Cry7Cb1_60.4_OTY00887.1	51.5461933068578	domain1	ref	NOV_Cry7Cb1_60.4_OTY00887.1	630	domain1	ref
NOV_Cry7Ea2_99.9_AFI42038.1	53.2183733663481	domain1	ref	NOV_Cry7Ea2_99.9_AFI42038.1	609	domain1	ref
NOV_Cry7Fb2_99.7_AHB36886.1	52.0874498337879	domain1	ref	NOV_Cry7Fb2_99.7_AHB36886.1	627	domain1	ref
NOV_Cry7Gb1_28.6_WP_103574454.1	51.3298105868068	domain1	ref	NOV_Cry7Gb1_28.6_WP_103574454.1	591	domain1	ref
NOV_Cry7Gb1_94.1_AGM39662.1	52.6469088193739	domain1	ref	NOV_Cry7Gb1_94.1_AGM39662.1	597	domain1	ref
NOV_Cry8Aa1_47.1_EEM92570.1	53.615714153499	domain1	ref	NOV_Cry8Aa1_47.1_EEM92570.1	609	domain1	ref
NOV_Cry8Ab1_80.0_AMR06151.1	53.2985279240375	domain1	ref	NOV_Cry8Ab1_80.0_AMR06151.1	603	domain1	ref
NOV_Cry8Ab1_80.3_AFP44678.1	53.0505695395917	domain1	ref	NOV_Cry8Ab1_80.3_AFP44678.1	603	domain1	ref
NOV_Cry8Ba1_88.6_AEP25412.1	53.7188474311528	domain1	ref	NOV_Cry8Ba1_88.6_AEP25412.1	606	domain1	ref
NOV_Cry8Ca1_41.2_AST51780.1	52.8314397475696	domain1	ref	NOV_Cry8Ca1_41.2_AST51780.1	612	domain1	ref
NOV_Cry8Ca1_42.6_ABY46520.1	52.9136650189704	domain1	ref	NOV_Cry8Ca1_42.6_ABY46520.1	606	domain1	ref
NOV_Cry8Da1_43.7_ANC11094.1	51.8819581939646	domain1	ref	NOV_Cry8Da1_43.7_ANC11094.1	609	domain1	ref
NOV_Cry8Db1_49.9_WP_103653049.1	52.9011274309123	domain1	ref	NOV_Cry8Db1_49.9_WP_103653049.1	591	domain1	ref
NOV_Cry8Db1_51.1_PNK22955.1	52.4894194412237	domain1	ref	NOV_Cry8Db1_51.1_PNK22955.1	591	domain1	ref
NOV_Cry8Ha1_89.4_ABB29866.1	49.7948016415869	domain1	ref	NOV_Cry8Ha1_89.4_ABB29866.1	594	domain1	ref
NOV_Cry8Ha1_89.8_ATY50148.1	53.1787798947724	domain1	ref	NOV_Cry8Ha1_89.8_ATY50148.1	594	domain1	ref
NOV_Cry8Ja1_60.3_PEE68563.1	53.9698105854251	domain1	ref	NOV_Cry8Ja1_60.3_PEE68563.1	603	domain1	ref
NOV_Cry8Kb1_73.3_APT36283.1	52.523239652381	domain1	ref	NOV_Cry8Kb1_73.3_APT36283.1	600	domain1	ref
NOV_Cry8Ma2_96.0_WP_103622989.1	49.0458696396635	domain1	ref	NOV_Cry8Ma2_96.0_WP_103622989.1	489	domain1	ref
NOV_Cry8Ma3_96.0_ATY50149.1	52.1517852146881	domain1	ref	NOV_Cry8Ma3_96.0_ATY50149.1	612	domain1	ref
NOV_Cry9Ga1_57.2_PEU81077.1	51.4241778738993	domain1	ref	NOV_Cry9Ga1_57.2_PEU81077.1	633	domain1	ref
NOV_Cry9Ga1_58.0_AJS57594.1	51.3923594710322	domain1	ref	NOV_Cry9Ga1_58.0_AJS57594.1	630	domain1	ref
BT_Cry11Ba1	47.8233615548612	domain2	ref	BT_Cry11Ba1	696	domain2	ref
BT_Cry11Bb1	47.9154539687721	domain2	ref	BT_Cry11Bb1	693	domain2	ref
BT_Cry12Aa1	48.5089656669624	domain2	ref	BT_Cry12Aa1	588	domain2	ref
BT_Cry13Aa1	48.549761344983	domain2	ref	BT_Cry13Aa1	660	domain2	ref
BT_Cry14Aa1	48.5452676012755	domain2	ref	BT_Cry14Aa1	600	domain2	ref
BT_Cry14Ab1	48.5680313029235	domain2	ref	BT_Cry14Ab1	609	domain2	ref
BT_Cry16Aa1	49.4427947404528	domain2	ref	BT_Cry16Aa1	558	domain2	ref
BT_Cry17Aa1	48.7375434357245	domain2	ref	BT_Cry17Aa1	549	domain2	ref
BT_Cry18Aa1	48.2606867345269	domain2	ref	BT_Cry18Aa1	624	domain2	ref
BT_Cry18Ba1	48.257843326821	domain2	ref	BT_Cry18Ba1	651	domain2	ref
BT_Cry18Ca1	48.5423712859883	domain2	ref	BT_Cry18Ca1	651	domain2	ref
BT_Cry19Aa1	49.4464357885448	domain2	ref	BT_Cry19Aa1	606	domain2	ref
BT_Cry19Ba1	49.7261375166577	domain2	ref	BT_Cry19Ba1	609	domain2	ref
BT_Cry19Ca1	49.5218558783352	domain2	ref	BT_Cry19Ca1	609	domain2	ref
BT_Cry1A-like	47.2527604483644	domain2	ref	BT_Cry1A-like	495	domain2	ref
BT_Cry1Aa10	49.1321389819192	domain2	ref	BT_Cry1Aa10	591	domain2	ref
BT_Cry1Ab12	49.7092223131285	domain2	ref	BT_Cry1Ab12	597	domain2	ref
BT_Cry1Ab2	49.5609449264591	domain2	ref	BT_Cry1Ab2	612	domain2	ref
BT_Cry1Ac39	50.0494818030358	domain2	ref	BT_Cry1Ac39	606	domain2	ref
BT_Cry1Ad1	49.4484729382674	domain2	ref	BT_Cry1Ad1	597	domain2	ref
BT_Cry1Ag1	49.2102514275372	domain2	ref	BT_Cry1Ag1	573	domain2	ref
BT_Cry1Ah2	49.9046327926337	domain2	ref	BT_Cry1Ah2	603	domain2	ref
BT_Cry1Ai1	49.6964204268076	domain2	ref	BT_Cry1Ai1	603	domain2	ref
BT_Cry1Ba1	50.4088342690883	domain2	ref	BT_Cry1Ba1	633	domain2	ref
BT_Cry1Bb1	50.7099484091989	domain2	ref	BT_Cry1Bb1	636	domain2	ref
BT_Cry1Bd1	50.6931840844981	domain2	ref	BT_Cry1Bd1	636	domain2	ref
BT_Cry1Be1	50.84142331564	domain2	ref	BT_Cry1Be1	630	domain2	ref
BT_Cry1Bf1	50.4297626077232	domain2	ref	BT_Cry1Bf1	633	domain2	ref
BT_Cry1Bg1	50.4423041960699	domain2	ref	BT_Cry1Bg1	633	domain2	ref
BT_Cry1Bh1	50.7178867063703	domain2	ref	BT_Cry1Bh1	630	domain2	ref
BT_Cry1Bi1	50.4423041960699	domain2	ref	BT_Cry1Bi1	633	domain2	ref
BT_Cry1Bj1	50.8250493479818	domain2	ref	BT_Cry1Bj1	630	domain2	ref
BT_Cry1Ca11	49.6355797350237	domain2	ref	BT_Cry1Ca11	588	domain2	ref
BT_Cry1Cb1	49.526833006199	domain2	ref	BT_Cry1Cb1	588	domain2	ref
BT_Cry1Da1	49.254810905714	domain2	ref	BT_Cry1Da1	576	domain2	ref
BT_Cry1Db1	49.5642042749929	domain2	ref	BT_Cry1Db1	576	domain2	ref
BT_Cry1Ea10	49.7655691143014	domain2	ref	BT_Cry1Ea10	588	domain2	ref
BT_Cry1Eb1	49.7846063540466	domain2	ref	BT_Cry1Eb1	585	domain2	ref
BT_Cry1Fa1	48.9157619264672	domain2	ref	BT_Cry1Fa1	591	domain2	ref
BT_Cry1Fb1	49.0143941184866	domain2	ref	BT_Cry1Fb1	591	domain2	ref
BT_Cry1Ga2	49.1492781503768	domain2	ref	BT_Cry1Ga2	579	domain2	ref
BT_Cry1Gb1	50.0605113111956	domain2	ref	BT_Cry1Gb1	588	domain2	ref
BT_Cry1Ha1	50.2043094346721	domain2	ref	BT_Cry1Ha1	594	domain2	ref
BT_Cry1Hb1	49.6302727869872	domain2	ref	BT_Cry1Hb1	591	domain2	ref
BT_Cry1Ia11	51.1719265870119	domain2	ref	BT_Cry1Ia11	630	domain2	ref
BT_Cry1Ia18	50.7574966214543	domain2	ref	BT_Cry1Ia18	630	domain2	ref
BT_Cry1Ic1	50.7256395933589	domain2	ref	BT_Cry1Ic1	630	domain2	ref
BT_Cry1Id1	51.03592975992	domain2	ref	BT_Cry1Id1	630	domain2	ref
BT_Cry1Ie4	50.9009884717804	domain2	ref	BT_Cry1Ie4	636	domain2	ref
BT_Cry1Ig1	50.9206253304381	domain2	ref	BT_Cry1Ig1	630	domain2	ref
BT_Cry1Ja1	49.1427138320957	domain2	ref	BT_Cry1Ja1	573	domain2	ref
BT_Cry1Jb1	49.4759010812929	domain2	ref	BT_Cry1Jb1	573	domain2	ref
BT_Cry1Jd1	49.4425371310296	domain2	ref	BT_Cry1Jd1	567	domain2	ref
BT_Cry1Ka2	49.951068291362	domain2	ref	BT_Cry1Ka2	618	domain2	ref
BT_Cry1La1	49.1862314871668	domain2	ref	BT_Cry1La1	588	domain2	ref
BT_Cry1Ma1	50.0531782644075	domain2	ref	BT_Cry1Ma1	618	domain2	ref
BT_Cry1Na1	49.0410068871372	domain2	ref	BT_Cry1Na1	597	domain2	ref
BT_Cry1Nb1	49.2680996405993	domain2	ref	BT_Cry1Nb1	588	domain2	ref
BT_Cry20Aa1	49.5438358162743	domain2	ref	BT_Cry20Aa1	588	domain2	ref
BT_Cry20Ba2	49.6432697469637	domain2	ref	BT_Cry20Ba2	591	domain2	ref
BT_Cry21Aa1	48.6861772238217	domain2	ref	BT_Cry21Aa1	642	domain2	ref
BT_Cry21Ba1	48.43381256845	domain2	ref	BT_Cry21Ba1	636	domain2	ref
BT_Cry21Ca1	48.4674101619307	domain2	ref	BT_Cry21Ca1	666	domain2	ref
BT_Cry21Da1	48.3352569121882	domain2	ref	BT_Cry21Da1	669	domain2	ref
BT_Cry21Fa1	48.7554561293758	domain2	ref	BT_Cry21Fa1	597	domain2	ref
BT_Cry21Ga1	48.2638523141082	domain2	ref	BT_Cry21Ga1	576	domain2	ref
BT_Cry21Ha1	48.8879001865651	domain2	ref	BT_Cry21Ha1	633	domain2	ref
BT_Cry24Ca1	49.683905763633	domain2	ref	BT_Cry24Ca1	648	domain2	ref
BT_Cry24Da1	49.5783976043863	domain2	ref	BT_Cry24Da1	648	domain2	ref
BT_Cry26Aa1	48.6757375302117	domain2	ref	BT_Cry26Aa1	657	domain2	ref
BT_Cry27Aa1	49.4261983150309	domain2	ref	BT_Cry27Aa1	567	domain2	ref
BT_Cry28Aa2	49.4681407962465	domain2	ref	BT_Cry28Aa2	597	domain2	ref
BT_Cry29Aa1	48.5428975421641	domain2	ref	BT_Cry29Aa1	492	domain2	ref
BT_Cry2Aa13	48.6729921721663	domain2	ref	BT_Cry2Aa13	615	domain2	ref
BT_Cry2Aa3	48.6798206391012	domain2	ref	BT_Cry2Aa3	621	domain2	ref
BT_Cry2Ab12	48.2440983650398	domain2	ref	BT_Cry2Ab12	615	domain2	ref
BT_Cry2Ab15	48.8437771320556	domain2	ref	BT_Cry2Ab15	615	domain2	ref
BT_Cry2Ac10	48.2776511614256	domain2	ref	BT_Cry2Ac10	588	domain2	ref
BT_Cry2Ad5	48.5422229659738	domain2	ref	BT_Cry2Ad5	615	domain2	ref
BT_Cry2Af1	48.555948428275	domain2	ref	BT_Cry2Af1	594	domain2	ref
BT_Cry2Ag1	48.8566688056535	domain2	ref	BT_Cry2Ag1	615	domain2	ref
BT_Cry2Ah3	48.9201709360278	domain2	ref	BT_Cry2Ah3	612	domain2	ref
BT_Cry2Ai1	48.6466004100165	domain2	ref	BT_Cry2Ai1	615	domain2	ref
BT_Cry2Ak1	48.4403357324331	domain2	ref	BT_Cry2Ak1	618	domain2	ref
BT_Cry2Al1	48.0762772282075	domain2	ref	BT_Cry2Al1	615	domain2	ref
BT_Cry2Ba2	48.6027642239726	domain2	ref	BT_Cry2Ba2	588	domain2	ref
BT_Cry30Aa1	49.9808845538463	domain2	ref	BT_Cry30Aa1	621	domain2	ref
BT_Cry30Ca1	49.7457033016994	domain2	ref	BT_Cry30Ca1	630	domain2	ref
BT_Cry30Da1	49.6400215474549	domain2	ref	BT_Cry30Da1	621	domain2	ref
BT_Cry30Db1	49.5584433809074	domain2	ref	BT_Cry30Db1	621	domain2	ref
BT_Cry30Ea1	49.4843955405316	domain2	ref	BT_Cry30Ea1	624	domain2	ref
BT_Cry30Fa1	50.1420157760713	domain2	ref	BT_Cry30Fa1	612	domain2	ref
BT_Cry30Ga1	49.5487069434215	domain2	ref	BT_Cry30Ga1	543	domain2	ref
BT_Cry31Aa6	48.7367854392536	domain2	ref	BT_Cry31Aa6	585	domain2	ref
BT_Cry31Ab1	48.7885824243805	domain2	ref	BT_Cry31Ab1	585	domain2	ref
BT_Cry31Ac1	48.8417541059618	domain2	ref	BT_Cry31Ac1	648	domain2	ref
BT_Cry31Ad1	48.752081860092	domain2	ref	BT_Cry31Ad1	585	domain2	ref
BT_Cry32Aa1	48.321777198462	domain2	ref	BT_Cry32Aa1	603	domain2	ref
BT_Cry32Ba1	47.6060792377832	domain2	ref	BT_Cry32Ba1	642	domain2	ref
BT_Cry32Ca1	48.3187374129982	domain2	ref	BT_Cry32Ca1	561	domain2	ref
BT_Cry32Cb1	48.3246655017207	domain2	ref	BT_Cry32Cb1	564	domain2	ref
BT_Cry32Da1	48.5477193225593	domain2	ref	BT_Cry32Da1	558	domain2	ref
BT_Cry32Ea1	48.6491104269902	domain2	ref	BT_Cry32Ea1	657	domain2	ref
BT_Cry32Ea2	48.4494160519566	domain2	ref	BT_Cry32Ea2	657	domain2	ref
BT_Cry32Fa1	48.4153938947348	domain2	ref	BT_Cry32Fa1	624	domain2	ref
BT_Cry32Ga1	49.1205744971126	domain2	ref	BT_Cry32Ga1	621	domain2	ref
BT_Cry32Ha1	49.0605037769234	domain2	ref	BT_Cry32Ha1	651	domain2	ref
BT_Cry32Hb1	48.9768461102794	domain2	ref	BT_Cry32Hb1	651	domain2	ref
BT_Cry32Ia1	48.4074291406273	domain2	ref	BT_Cry32Ia1	648	domain2	ref
BT_Cry32Ja1	48.3608583620605	domain2	ref	BT_Cry32Ja1	660	domain2	ref
BT_Cry32Ka1	48.2463420552932	domain2	ref	BT_Cry32Ka1	657	domain2	ref
BT_Cry32La1	47.7481764761163	domain2	ref	BT_Cry32La1	657	domain2	ref
BT_Cry32Ma1	48.8683516980755	domain2	ref	BT_Cry32Ma1	567	domain2	ref
BT_Cry32Mb1	48.862186564674	domain2	ref	BT_Cry32Mb1	567	domain2	ref
BT_Cry32Na1	47.7309132459725	domain2	ref	BT_Cry32Na1	675	domain2	ref
BT_Cry32Oa1	48.9950811778418	domain2	ref	BT_Cry32Oa1	660	domain2	ref
BT_Cry32Pa1	48.0393965596241	domain2	ref	BT_Cry32Pa1	606	domain2	ref
BT_Cry32Qa1	49.0444907217849	domain2	ref	BT_Cry32Qa1	636	domain2	ref
BT_Cry32Ra1	48.167242397604	domain2	ref	BT_Cry32Ra1	654	domain2	ref
BT_Cry32Sa1	46.8839559196783	domain2	ref	BT_Cry32Sa1	489	domain2	ref
BT_Cry32Ta1	48.4017342642502	domain2	ref	BT_Cry32Ta1	606	domain2	ref
BT_Cry32Ua1	48.8265143892873	domain2	ref	BT_Cry32Ua1	558	domain2	ref
BT_Cry32Va1	48.4542004854269	domain2	ref	BT_Cry32Va1	657	domain2	ref
BT_Cry32Wa1	48.6965000691555	domain2	ref	BT_Cry32Wa1	567	domain2	ref
BT_Cry39Aa1	49.4906403862041	domain2	ref	BT_Cry39Aa1	585	domain2	ref
BT_Cry3Aa10	49.613221902198	domain2	ref	BT_Cry3Aa10	612	domain2	ref
BT_Cry3Ba1	50.1439246789429	domain2	ref	BT_Cry3Ba1	618	domain2	ref
BT_Cry3Bb1	49.9121977960135	domain2	ref	BT_Cry3Bb1	618	domain2	ref
BT_Cry3Ca1	49.5427473423486	domain2	ref	BT_Cry3Ca1	627	domain2	ref
BT_Cry40Aa1	50.1461135149789	domain2	ref	BT_Cry40Aa1	582	domain2	ref
BT_Cry40Ba1	49.7014486782012	domain2	ref	BT_Cry40Ba1	600	domain2	ref
BT_Cry40Ca1	49.8530133509901	domain2	ref	BT_Cry40Ca1	582	domain2	ref
BT_Cry40Da1	49.9848794640669	domain2	ref	BT_Cry40Da1	591	domain2	ref
BT_Cry41Ba1	48.0592326994184	domain2	ref	BT_Cry41Ba1	666	domain2	ref
BT_Cry41Ba2	48.4069940299429	domain2	ref	BT_Cry41Ba2	582	domain2	ref
BT_Cry43Aa1	48.9306035191295	domain2	ref	BT_Cry43Aa1	585	domain2	ref
BT_Cry43Ba1	49.3570611173091	domain2	ref	BT_Cry43Ba1	594	domain2	ref
BT_Cry43Ca1	49.5240588496222	domain2	ref	BT_Cry43Ca1	597	domain2	ref
BT_Cry43Cb1	49.2223753588949	domain2	ref	BT_Cry43Cb1	600	domain2	ref
BT_Cry43Cc1	49.3874573099327	domain2	ref	BT_Cry43Cc1	600	domain2	ref
BT_Cry44Aa1	48.6398995514604	domain2	ref	BT_Cry44Aa1	720	domain2	ref
BT_Cry47Aa1	50.3607795137439	domain2	ref	BT_Cry47Aa1	645	domain2	ref
BT_Cry48Aa1	49.1513446402202	domain2	ref	BT_Cry48Aa1	579	domain2	ref
BT_Cry48Ab1	49.224138531586	domain2	ref	BT_Cry48Ab1	576	domain2	ref
BT_Cry4Aa1	49.2473277073837	domain2	ref	BT_Cry4Aa1	618	domain2	ref
BT_Cry4Ba1	49.708193172587	domain2	ref	BT_Cry4Ba1	558	domain2	ref
BT_Cry4Ba3	49.7157069287445	domain2	ref	BT_Cry4Ba3	558	domain2	ref
BT_Cry4Ca1	49.5515905104909	domain2	ref	BT_Cry4Ca1	600	domain2	ref
BT_Cry50Aa1	49.743365109688	domain2	ref	BT_Cry50Aa1	561	domain2	ref
BT_Cry50Ba1	50.0519375798302	domain2	ref	BT_Cry50Ba1	564	domain2	ref
BT_Cry52Aa1	49.1732681513679	domain2	ref	BT_Cry52Aa1	639	domain2	ref
BT_Cry52Ba1	49.0756645271205	domain2	ref	BT_Cry52Ba1	636	domain2	ref
BT_Cry52Ca1	49.607538039298	domain2	ref	BT_Cry52Ca1	606	domain2	ref
BT_Cry53Aa1	49.2078013354297	domain2	ref	BT_Cry53Aa1	618	domain2	ref
BT_Cry53Ab1	49.0315527718969	domain2	ref	BT_Cry53Ab1	612	domain2	ref
BT_Cry54Aa1	49.821804973451	domain2	ref	BT_Cry54Aa1	582	domain2	ref
BT_Cry54Ba1	49.7904586158549	domain2	ref	BT_Cry54Ba1	588	domain2	ref
BT_Cry56Aa1	49.0588423246789	domain2	ref	BT_Cry56Aa1	519	domain2	ref
BT_Cry57Ab1	48.7640057079384	domain2	ref	BT_Cry57Ab1	708	domain2	ref
BT_Cry58Aa1	48.5395458733092	domain2	ref	BT_Cry58Aa1	678	domain2	ref
BT_Cry59Aa1	49.5021477720211	domain2	ref	BT_Cry59Aa1	633	domain2	ref
BT_Cry59Ba1	49.3157940781528	domain2	ref	BT_Cry59Ba1	633	domain2	ref
BT_Cry5Ab1	47.3370000759138	domain2	ref	BT_Cry5Ab1	657	domain2	ref
BT_Cry5Ba1	48.6562296133664	domain2	ref	BT_Cry5Ba1	687	domain2	ref
BT_Cry5Ca1	48.2621382829233	domain2	ref	BT_Cry5Ca1	687	domain2	ref
BT_Cry5Da1	47.9842885578589	domain2	ref	BT_Cry5Da1	564	domain2	ref
BT_Cry5Ea2	48.202604195291	domain2	ref	BT_Cry5Ea2	663	domain2	ref
BT_Cry61Aa1	49.565659547327	domain2	ref	BT_Cry61Aa1	633	domain2	ref
BT_Cry62Aa1	48.5024087635068	domain2	ref	BT_Cry62Aa1	597	domain2	ref
BT_Cry63Aa1	48.4504552437914	domain2	ref	BT_Cry63Aa1	699	domain2	ref
BT_Cry65Aa2	48.2120061918071	domain2	ref	BT_Cry65Aa2	624	domain2	ref
BT_Cry67Aa2	48.5701312559137	domain2	ref	BT_Cry67Aa2	507	domain2	ref
BT_Cry68Aa1	49.0090661262034	domain2	ref	BT_Cry68Aa1	621	domain2	ref
BT_Cry69Aa1	48.9425574792352	domain2	ref	BT_Cry69Aa1	633	domain2	ref
BT_Cry69Ab1	48.844706401113	domain2	ref	BT_Cry69Ab1	630	domain2	ref
BT_Cry70Aa1	47.9090282191229	domain2	ref	BT_Cry70Aa1	543	domain2	ref
BT_Cry70Ba1	47.7229366598616	domain2	ref	BT_Cry70Ba1	531	domain2	ref
BT_Cry70Bb1	47.5021256359986	domain2	ref	BT_Cry70Bb1	528	domain2	ref
BT_Cry71Aa1	49.7210104152318	domain2	ref	BT_Cry71Aa1	651	domain2	ref
BT_Cry72Aa1	48.9429739418416	domain2	ref	BT_Cry72Aa1	615	domain2	ref
BT_Cry73Aa1	48.3903636605166	domain2	ref	BT_Cry73Aa1	552	domain2	ref
BT_Cry7Aa1	50.7808224656433	domain2	ref	BT_Cry7Aa1	603	domain2	ref
BT_Cry7Ab1	50.7765897165547	domain2	ref	BT_Cry7Ab1	603	domain2	ref
BT_Cry7Ab5	50.9027013657788	domain2	ref	BT_Cry7Ab5	603	domain2	ref
BT_Cry7Ac1	50.8062967576497	domain2	ref	BT_Cry7Ac1	603	domain2	ref
BT_Cry7Ba1	49.7597096049842	domain2	ref	BT_Cry7Ba1	633	domain2	ref
BT_Cry7Bb1	49.7087888389016	domain2	ref	BT_Cry7Bb1	633	domain2	ref
BT_Cry7Cb1	50.4721609399302	domain2	ref	BT_Cry7Cb1	663	domain2	ref
BT_Cry7Da1	49.3822156507294	domain2	ref	BT_Cry7Da1	648	domain2	ref
BT_Cry7Fa1	49.8891514528774	domain2	ref	BT_Cry7Fa1	621	domain2	ref
BT_Cry7Ga2	49.7589427350872	domain2	ref	BT_Cry7Ga2	657	domain2	ref
BT_Cry7Gb1	49.2682807437842	domain2	ref	BT_Cry7Gb1	657	domain2	ref
BT_Cry7Gc1	49.2267694251246	domain2	ref	BT_Cry7Gc1	657	domain2	ref
BT_Cry7Gd1	49.2062950393535	domain2	ref	BT_Cry7Gd1	657	domain2	ref
BT_Cry7Ha1	50.2408626133781	domain2	ref	BT_Cry7Ha1	591	domain2	ref
BT_Cry7Ia1	49.0520844799238	domain2	ref	BT_Cry7Ia1	558	domain2	ref
BT_Cry7Ja1	49.5167159595518	domain2	ref	BT_Cry7Ja1	654	domain2	ref
BT_Cry7Ka1	50.1346874941789	domain2	ref	BT_Cry7Ka1	591	domain2	ref
BT_Cry7Kb1	49.9746407403845	domain2	ref	BT_Cry7Kb1	591	domain2	ref
BT_Cry7La1	49.5647915262209	domain2	ref	BT_Cry7La1	633	domain2	ref
BT_Cry8Aa1	49.8507367854475	domain2	ref	BT_Cry8Aa1	657	domain2	ref
BT_Cry8Ab1	50.0426612447473	domain2	ref	BT_Cry8Ab1	663	domain2	ref
BT_Cry8Ac1	49.9041643791478	domain2	ref	BT_Cry8Ac1	663	domain2	ref
BT_Cry8Ad1	49.9322673919949	domain2	ref	BT_Cry8Ad1	654	domain2	ref
BT_Cry8Ba1	50.5796432646475	domain2	ref	BT_Cry8Ba1	642	domain2	ref
BT_Cry8Bc1	50.3095844871537	domain2	ref	BT_Cry8Bc1	645	domain2	ref
BT_Cry8Ca1	49.6657202784087	domain2	ref	BT_Cry8Ca1	615	domain2	ref
BT_Cry8Da1	49.6838453043822	domain2	ref	BT_Cry8Da1	684	domain2	ref
BT_Cry8Db1	50.087105816181	domain2	ref	BT_Cry8Db1	666	domain2	ref
BT_Cry8Ea2	50.0909287076196	domain2	ref	BT_Cry8Ea2	612	domain2	ref
BT_Cry8Fa2	49.053328962153	domain2	ref	BT_Cry8Fa2	663	domain2	ref
BT_Cry8Ga1	49.562147312993	domain2	ref	BT_Cry8Ga1	639	domain2	ref
BT_Cry8Ha1	49.7515824471977	domain2	ref	BT_Cry8Ha1	630	domain2	ref
BT_Cry8Hb1	49.8651384322591	domain2	ref	BT_Cry8Hb1	627	domain2	ref
BT_Cry8Ia3	49.0208178362276	domain2	ref	BT_Cry8Ia3	660	domain2	ref
BT_Cry8Ib1	49.4260517881187	domain2	ref	BT_Cry8Ib1	660	domain2	ref
BT_Cry8Ja1	50.1155377455229	domain2	ref	BT_Cry8Ja1	612	domain2	ref
BT_Cry8Ka1	49.9985444062235	domain2	ref	BT_Cry8Ka1	645	domain2	ref
BT_Cry8Ka3	49.9924838062924	domain2	ref	BT_Cry8Ka3	645	domain2	ref
BT_Cry8Kb1	49.8003297378255	domain2	ref	BT_Cry8Kb1	645	domain2	ref
BT_Cry8La1	49.9078860448497	domain2	ref	BT_Cry8La1	582	domain2	ref
BT_Cry8Na1	49.514267732878	domain2	ref	BT_Cry8Na1	639	domain2	ref
BT_Cry8Pa1	49.9855966033451	domain2	ref	BT_Cry8Pa1	663	domain2	ref
BT_Cry8Qa1	49.2212538067483	domain2	ref	BT_Cry8Qa1	660	domain2	ref
BT_Cry8Ra1	50.0277181956838	domain2	ref	BT_Cry8Ra1	672	domain2	ref
BT_Cry8Sa1	49.4749290743961	domain2	ref	BT_Cry8Sa1	633	domain2	ref
BT_Cry8Ta1	49.7290882056886	domain2	ref	BT_Cry8Ta1	678	domain2	ref
BT_Cry9Aa1	49.6102370722862	domain2	ref	BT_Cry9Aa1	642	domain2	ref
BT_Cry9Ba1	49.7813795643795	domain2	ref	BT_Cry9Ba1	660	domain2	ref
BT_Cry9Bb1	49.9767538672033	domain2	ref	BT_Cry9Bb1	651	domain2	ref
BT_Cry9Ca1	49.5953894360471	domain2	ref	BT_Cry9Ca1	618	domain2	ref
BT_Cry9Da1	49.5606748092076	domain2	ref	BT_Cry9Da1	660	domain2	ref
BT_Cry9Db1	49.5375956889541	domain2	ref	BT_Cry9Db1	663	domain2	ref
BT_Cry9Dc1	49.5647424326754	domain2	ref	BT_Cry9Dc1	663	domain2	ref
BT_Cry9Ea10	49.4298834683362	domain2	ref	BT_Cry9Ea10	609	domain2	ref
BT_Cry9Eb1	49.3562909229019	domain2	ref	BT_Cry9Eb1	609	domain2	ref
BT_Cry9Ec1	49.2914462865987	domain2	ref	BT_Cry9Ec1	618	domain2	ref
