Accession	Dataset	Tox_type	Total_tox_num
X023PN	Strains	par_all	3
X023PN	Strains	par_strict	3
X023PN	Strains	par_all	3
X023PN	Strains	par_strict	3
X023PN	Strains	par_all	3
18_421	Strains	par_strict	3
18_421	Strains	par_all	3
18_421	Strains	par_strict	3
18_421	Strains	par_all	3
18_421	Strains	par_strict	3
18_421	Strains	par_all	3
HuB13-1	Strains	par_strict	3
HuB13-1	Strains	par_all	3
HuB13-1	Strains	par_strict	3
HuB13-1	Strains	par_all	3
HuB13-1	Strains	par_strict	3
HuB13-1	Strains	par_all	3
Staal7-4	Strains	par_strict	3
Staal7-4	Strains	par_all	3
Staal7-4	Strains	par_strict	3
Staal7-4	Strains	par_all	3
Staal7-4	Strains	par_strict	3
Staal7-4	Strains	par_all	3
18_614	Strains	par_strict	3
18_614	Strains	par_all	3
18_614	Strains	par_strict	3
18_614	Strains	par_all	3
18_614	Strains	par_strict	3
18_614	Strains	par_all	3
INTA H4-3	Strains	par_strict	1
INTA H4-3	Strains	par_all	1
LM1212	Strains	par_strict	4
LM1212	Strains	par_all	4
LM1212	Strains	ref_no_rec	4
LM1212	Strains	par_strict	4
LM1212	Strains	par_all	4
LM1212	Strains	rec	4
LM1212-DB	Strains	ref_no_rec	2
LM1212-DB	Strains	par_strict	2
LM1212-DB	Strains	par_all	2
LM1212-W3	Strains	par_strict	3
LM1212-W3	Strains	par_all	3
LM1212-W3	Strains	par_strict	3
LM1212-W3	Strains	par_all	3
LM1212-W3	Strains	rec	3
W015	Strains	par_all	1
GS8	Strains	ref_no_rec	1
C1Ia148	Strains	par_strict	1
C1Ia148	Strains	par_all	1
NT0423	Strains	ref_no_rec	1
xpz-46	Strains	rec	1
you2D-3	Strains	par_strict	1
you2D-3	Strains	par_all	1
ST7	Strains	ref_no_rec	2
ST7	Strains	par_strict	2
ST7	Strains	par_all	2
CMCC P0021	Strains	ref_no_rec	2
CMCC P0021	Strains	par_strict	2
CMCC P0021	Strains	par_all	2
CMCC P0011	Strains	ref_no_rec	2
CMCC P0011	Strains	par_strict	2
CMCC P0011	Strains	par_all	2
SY62.1A	Strains	par_strict	1
SY62.1A	Strains	par_all	1
BGSC 4BS1	Strains	par_strict	1
BGSC 4BS1	Strains	par_all	1
BGSC 4BS1	Strains	both	1
BBT2-5	Strains	ref_no_rec	1
G25-41	Strains	ref_no_rec	1
AFS063736	Strains	ref_no_rec	2
AFS063736	Strains	ref_no_rec	2
G25-50	Strains	ref_no_rec	1
AFS022504	Strains	ref_no_rec	3
AFS022504	Strains	ref_no_rec	3
AFS022504	Strains	ref_no_rec	3
GS3	Strains	ref_no_rec	1
GS72	Strains	ref_no_rec	1
ARP166	Strains	par_strict	1
ARP166	Strains	par_all	1
ARP166	Strains	both	1
BP3	Strains	ref_no_rec	1
ST8	Strains	rec	3
ST8	Strains	par_strict	3
ST8	Strains	par_all	3
ST8	Strains	ref_no_rec	3
BtPGI245	Strains	ref_no_rec	1
C2Ab86	Strains	par_strict	1
C2Ab86	Strains	par_all	1
BT MX9	Strains	par_strict	1
BT MX9	Strains	par_all	1
BT-MX2	Strains	par_strict	1
BT-MX2	Strains	par_all	1
ARP110	Strains	ref_no_rec	1
Bt173	Strains	rec	2
Bt173	Strains	ref_no_rec	2
ARP114	Strains	ref_no_rec	1
BLB1	Strains	par_all	2
BLB1	Strains	par_strict	2
BLB1	Strains	par_all	2
CL91	Strains	ref_no_rec	1
B0195	Strains	ref_no_rec	2
B0195	Strains	ref_no_rec	2
84-HS-1-11	Strains	ref_no_rec	1
K1	Strains	par_all	3
K1	Strains	ref_no_rec	3
K1	Strains	par_strict	3
K1	Strains	par_all	3
K1	Strains	both	3
HD-550	Strains	par_strict	1
HD-550	Strains	par_all	1
YM-03	Strains	par_all	1
fukuokaensis	Strains	ref_no_rec	1
ARP102	Strains	par_strict	1
ARP102	Strains	par_all	1
WB10	Strains	ref_no_rec	1
ywc5-4	Strains	par_all	2
ywc5-4	Strains	par_strict	2
ywc5-4	Strains	par_all	2
BTC007	Strains	par_all	1
SK-758	Strains	ref_no_rec	1
DL	Strains	par_strict	1
DL	Strains	par_all	1
EG6346	Strains	par_all	1
EG6346	Strains	both	1
B.t-235	Strains	par_strict	1
B.t-235	Strains	par_all	1
ARP269	Strains	rec	1
BT LG5	Strains	ref_no_rec	1
BGSC 4AU1	Strains	par_strict	2
BGSC 4AU1	Strains	par_all	2
BGSC 4AU1	Strains	ref_no_rec	2
WF-H-72	Strains	par_strict	1
WF-H-72	Strains	par_all	1
BGSC 4CC1	Strains	ref_no_rec	1
SC-51	Strains	par_strict	1
SC-51	Strains	par_all	1
INTA Fr7-4	Strains	rec	3
INTA Fr7-4	Strains	par_strict	3
INTA Fr7-4	Strains	par_all	3
INTA Fr7-4	Strains	ref_no_rec	3
BGSC 4BF1	Strains	rec	3
BGSC 4BF1	Strains	par_strict	3
BGSC 4BF1	Strains	par_all	3
BGSC 4BF1	Strains	ref_no_rec	3
MSS2.4	Strains	par_strict	1
MSS2.4	Strains	par_all	1
EG4961	Strains	par_all	1
EG4961	Strains	both	1
ARP259	Strains	par_strict	1
ARP259	Strains	par_all	1
ARP103	Strains	ref_no_rec	1
IPPBIOTSUC-C9F1	Strains	par_all	2
IPPBIOTSUC-C9F1	Strains	ref_no_rec	2
AHG6	Strains	ref_no_rec	1
L-27	Strains	rec	1
QZL1-2	Strains	rec	1
ARP252	Strains	ref_no_rec	1
SC5(D4)	Strains	ref_no_rec	1
B-JJX	Strains	par_strict	1
B-JJX	Strains	par_all	1
Bt PP61	Strains	ref_no_rec	1
ARP012	Strains	ref_no_rec	1
H3	Strains	par_all	1
BGSC 4BX1	Strains	ref_no_rec	1
ARP068	Strains	ref_no_rec	1
Sbt006	Strains	ref_no_rec	1
SK-711	Strains	par_all	1
BtMC282	Strains	ref_no_rec	1
R36	Strains	par_strict	1
R36	Strains	par_all	1
61	Strains	par_strict	1
61	Strains	par_all	1
ARP188	Strains	par_all	1
ARP188	Strains	both	1
FPT-2	Strains	par_all	1
FPT-2	Strains	both	1
EG5092	Strains	par_strict	1
EG5092	Strains	par_all	1
ARP158	Strains	ref_no_rec	1
ZK1	Strains	par_strict	1
ZK1	Strains	par_all	1
LTS-209	Strains	par_strict	1
LTS-209	Strains	par_all	1
HD07	Strains	par_all	1
SK-793	Strains	par_strict	1
SK-793	Strains	par_all	1
S725	Strains	par_strict	1
S725	Strains	par_all	1
FB-32	Strains	par_strict	1
FB-32	Strains	par_all	1
ARP131	Strains	par_all	1
K34	Strains	ref_no_rec	1
C18	Strains	par_all	1
T 20	Strains	rec	1
ARP132	Strains	ref_no_rec	1
SK-798	Strains	par_strict	1
SK-798	Strains	par_all	1
INA67	Strains	par_strict	1
INA67	Strains	par_all	1
ARP192	Strains	ref_no_rec	1
morrisoni BF190	Strains	par_strict	2
morrisoni BF190	Strains	par_all	2
morrisoni BF190	Strains	ref_no_rec	2
BfR-BA-01393	Strains	par_strict	2
BfR-BA-01393	Strains	par_all	2
BfR-BA-01393	Strains	par_all	2
BfR-BA-01321	Strains	par_strict	1
BfR-BA-01321	Strains	par_all	1
TS3	Strains	ref_no_rec	1
wu2B-6	Strains	par_strict	1
wu2B-6	Strains	par_all	1
GWS7	Strains	ref_no_rec	1
GW6	Strains	ref_no_rec	1
WZ-9	Strains	ref_no_rec	1
tolworthi 43F	Strains	par_all	1
tolworthi 43F	Strains	both	1
E-1A	Strains	par_strict	1
E-1A	Strains	par_all	1
LP1G	Strains	ref_no_rec	1
H1	Strains	ref_no_rec	1
F14-1	Strains	ref_no_rec	1
LB-R-78	Strains	par_strict	1
LB-R-78	Strains	par_all	1
BtPGSI208	Strains	par_all	1
BtPGSI208	Strains	both	1
M15	Strains	ref_no_rec	1
zjfc85	Strains	ref_no_rec	1
BRL14	Strains	par_strict	1
BRL14	Strains	par_all	1
ARP001	Strains	rec	1
ARP220	Strains	par_all	1
PS81A2	Strains	par_strict	1
PS81A2	Strains	par_all	1
AFS018331	Strains	ref_no_rec	1
AFS031210	Strains	ref_no_rec	1
PS86Q3	Strains	ref_no_rec	2
PS86Q3	Strains	ref_no_rec	2
ARP179	Strains	ref_no_rec	1
AFS026137	Strains	ref_no_rec	1
79-25	Strains	ref_no_rec	1
ARP191	Strains	ref_no_rec	1
BRI-225	Strains	ref_no_rec	1
B.t-227	Strains	par_strict	1
B.t-227	Strains	par_all	1
BLB250	Strains	par_strict	1
BLB250	Strains	par_all	1
4I5	Strains	par_strict	2
4I5	Strains	par_all	2
4I5	Strains	par_strict	2
4I5	Strains	par_all	2
HER1410	Strains	par_strict	1
HER1410	Strains	par_all	1
IBL01677	Strains	par_strict	2
IBL01677	Strains	par_all	2
IBL01677	Strains	par_strict	2
IBL01677	Strains	par_all	2
HD-110	Strains	par_strict	2
HD-110	Strains	par_all	2
HD-110	Strains	par_strict	2
HD-110	Strains	par_all	2
B13	Strains	par_strict	1
B13	Strains	par_all	1
HD-9	Strains	par_strict	3
HD-9	Strains	par_all	3
HD-9	Strains	par_strict	3
HD-9	Strains	par_all	3
HD-9	Strains	par_strict	3
HD-9	Strains	par_all	3
QCM(T1)	Strains	rec	1
mo3-E7	Strains	par_strict	1
mo3-E7	Strains	par_all	1
C1Ac118	Strains	par_all	1
BRI-103	Strains	par_all	1
xpz-5	Strains	par_strict	1
xpz-5	Strains	par_all	1
J8	Strains	par_strict	1
J8	Strains	par_all	1
c002	Strains	par_strict	1
c002	Strains	par_all	1
SP41	Strains	par_strict	3
SP41	Strains	par_all	3
SP41	Strains	par_strict	3
SP41	Strains	par_all	3
SP41	Strains	par_strict	3
SP41	Strains	par_all	3
B3	Strains	rec	1
SBSBT-1	Strains	par_strict	1
SBSBT-1	Strains	par_all	1
BRI-326	Strains	ref_no_rec	1
Lip	Strains	par_strict	1
Lip	Strains	par_all	1
GS36	Strains	par_strict	1
GS36	Strains	par_all	1
HW-11	Strains	ref_no_rec	1
X23	Strains	ref_no_rec	1
mo3-D8	Strains	par_all	1
mo3-D8	Strains	both	1
EG5144	Strains	par_all	1
EG5144	Strains	both	1
ARP239	Strains	ref_no_rec	1
BLB32	Strains	par_strict	1
BLB32	Strains	par_all	1
ARP146	Strains	par_strict	1
ARP146	Strains	par_all	1
FCD114	Strains	par_strict	2
FCD114	Strains	par_all	2
FCD114	Strains	ref_no_rec	2
bt145	Strains	par_strict	1
bt145	Strains	par_all	1
N32-2-2	Strains	par_strict	1
N32-2-2	Strains	par_all	1
LS-R-30	Strains	par_strict	1
LS-R-30	Strains	par_all	1
CIB 163-131	Strains	ref_no_rec	3
CIB 163-131	Strains	ref_no_rec	3
CIB 163-131	Strains	par_strict	3
CIB 163-131	Strains	par_all	3
wu2G-11	Strains	par_strict	1
wu2G-11	Strains	par_all	1
g9	Strains	par_strict	1
g9	Strains	par_all	1
g9	Strains	both	1
S2096-2	Strains	par_strict	1
S2096-2	Strains	par_all	1
JC291	Strains	par_all	1
JC291	Strains	both	1
VKPM B-1161	Strains	ref_no_rec	1
VKPM B-1166	Strains	ref_no_rec	1
IHBB 10380	Strains	par_strict	1
IHBB 10380	Strains	par_all	1
SSy141-c	Strains	par_strict	2
SSy141-c	Strains	par_all	2
SSy141-c	Strains	par_strict	2
SSy141-c	Strains	par_all	2
YB36-3	Strains	ref_no_rec	1
lyA	Strains	par_all	1
I622	Strains	rec	1
N17-37	Strains	par_strict	1
N17-37	Strains	par_all	1
QG-121	Strains	ref_no_rec	1
xl6-7	Strains	rec	1
HD37	Strains	par_strict	1
HD37	Strains	par_all	1
PS50C(a)	Strains	ref_no_rec	1
C81	Strains	ref_no_rec	1
you2F-3	Strains	par_strict	1
you2F-3	Strains	par_all	1
AFS043063	Strains	ref_no_rec	1
AFS059517	Strains	ref_no_rec	1
ZQ-89	Strains	par_all	1
B0462	Strains	ref_no_rec	1
HYD-3	Strains	ref_no_rec	1
T543	Strains	par_strict	1
T543	Strains	par_all	1
Bun1-14	Strains	ref_no_rec	4
Bun1-14	Strains	par_strict	4
Bun1-14	Strains	par_all	4
Bun1-14	Strains	rec	4
Bun1-14	Strains	par_strict	4
Bun1-14	Strains	par_all	4
AFS077661	Strains	ref_no_rec	1
11MN1	Strains	ref_no_rec	1
AFS097514	Strains	ref_no_rec	1
AFS099505	Strains	ref_no_rec	1
BGSC 4E3	Strains	par_strict	1
BGSC 4E3	Strains	par_all	1
T04001	Strains	par_strict	1
T04001	Strains	par_all	1
JSc1	Strains	par_strict	1
JSc1	Strains	par_all	1
HD-771	Strains	par_strict	1
HD-771	Strains	par_all	1
T84A1	Strains	par_strict	1
T84A1	Strains	par_all	1
shanghai 1 (S-1)	Strains	par_strict	1
shanghai 1 (S-1)	Strains	par_all	1
ARP026	Strains	ref_no_rec	1
ARP212	Strains	ref_no_rec	1
C2Ab118	Strains	par_strict	1
C2Ab118	Strains	par_all	1
BGSC 4AJ1	Strains	ref_no_rec	1
BGSC 4AC1	Strains	ref_no_rec	1
T15	Strains	par_all	1
AB88	Strains	par_strict	1
AB88	Strains	par_all	1
C006	Strains	par_all	1
HYW-8	Strains	ref_no_rec	1
LTS-38	Strains	par_strict	1
LTS-38	Strains	par_all	1
F4	Strains	ref_no_rec	2
F4	Strains	ref_no_rec	2
pms45-2	Strains	par_strict	1
pms45-2	Strains	par_all	1
2124	Strains	par_all	2
2124	Strains	par_strict	2
2124	Strains	par_all	2
261-1	Strains	par_strict	1
261-1	Strains	par_all	1
22-4	Strains	par_strict	1
22-4	Strains	par_all	1
T536	Strains	par_strict	1
T536	Strains	par_all	1
BRL34	Strains	par_strict	1
BRL34	Strains	par_all	1
T527	Strains	par_strict	1
T527	Strains	par_all	1
T32	Strains	par_strict	1
T32	Strains	par_all	1
T405	Strains	par_strict	1
T405	Strains	par_all	1
T532	Strains	par_strict	1
T532	Strains	par_all	1
MOD1_Bc231	Strains	par_strict	2
MOD1_Bc231	Strains	par_all	2
MOD1_Bc231	Strains	par_strict	2
MOD1_Bc231	Strains	par_all	2
B-DLL	Strains	rec	2
B-DLL	Strains	par_strict	2
B-DLL	Strains	par_all	2
HD867	Strains	ref_no_rec	1
BGSC 4AF1	Strains	ref_no_rec	1
Sbt054	Strains	ref_no_rec	1
ARP229	Strains	ref_no_rec	1
PS81F	Strains	par_all	1
BGSC 4M3	Strains	par_all	1
4M4	Strains	par_all	1
4M1	Strains	par_all	1
4M2	Strains	par_all	1
BfR-BA-01318	Strains	par_all	1
BRC-XQ12	Strains	par_all	1
YBT-032	Strains	par_all	1
G25-18	Strains	par_all	1
Btc005	Strains	par_strict	1
Btc005	Strains	par_all	1
BfR-BA-01348	Strains	par_strict	1
BfR-BA-01348	Strains	par_all	1
FDAARGOS_801	Strains	par_strict	1
FDAARGOS_801	Strains	par_all	1
S93	Strains	par_strict	1
S93	Strains	par_all	1
SP-01-41	Strains	par_strict	1
SP-01-41	Strains	par_all	1
LY-99	Strains	par_all	1
HD-68	Strains	par_strict	1
HD-68	Strains	par_all	1
BR30	Strains	par_all	2
BR30	Strains	ref_no_rec	2
AC-11	Strains	par_strict	1
AC-11	Strains	par_all	1
wu1E-4	Strains	par_strict	1
wu1E-4	Strains	par_all	1
ARP227	Strains	ref_no_rec	1
JHCC4835	Strains	par_strict	1
JHCC4835	Strains	par_all	1
BTH-13	Strains	par_strict	1
BTH-13	Strains	par_all	1
Tm44-1B	Strains	par_all	1
MHB11.3	Strains	par_strict	1
MHB11.3	Strains	par_all	1
AFS030961	Strains	ref_no_rec	1
AFS047495	Strains	ref_no_rec	1
AFS073530	Strains	ref_no_rec	1
7-29	Strains	par_strict	1
7-29	Strains	par_all	1
Tm37-6	Strains	par_all	1
FBG-1	Strains	ref_no_rec	1
67-3	Strains	par_strict	1
67-3	Strains	par_all	1
Tm41-4	Strains	par_all	1
886	Strains	par_all	1
T03C001	Strains	par_strict	1
T03C001	Strains	par_all	1
BJH406	Strains	par_strict	1
BJH406	Strains	par_all	1
BTC002	Strains	par_strict	1
BTC002	Strains	par_all	1
ARP009	Strains	par_strict	1
ARP009	Strains	par_all	1
VKPM B-3276	Strains	par_all	1
INTA Mo4-4	Strains	par_all	1
Bt22	Strains	par_all	1
4K5	Strains	par_all	1
BGSC 4AA1	Strains	par_all	2
BGSC 4AA1	Strains	ref_no_rec	2
BN7-5	Strains	par_all	1
you1D-9	Strains	par_strict	1
you1D-9	Strains	par_all	1
SBS Bt 48	Strains	ref_no_rec	1
4A	Strains	par_strict	1
4A	Strains	par_all	1
FZ-2	Strains	ref_no_rec	1
E05-20a	Strains	par_strict	1
E05-20a	Strains	par_all	1
Bt87	Strains	par_strict	2
Bt87	Strains	par_all	2
Bt87	Strains	rec	2
QL75-2	Strains	par_strict	1
QL75-2	Strains	par_all	1
CY29	Strains	par_strict	1
CY29	Strains	par_all	1
BJH500	Strains	par_strict	1
BJH500	Strains	par_all	1
ARP124	Strains	ref_no_rec	1
Bt.B2.1KSM	Strains	ref_no_rec	1
02	Strains	par_all	1
60.5	Strains	par_strict	1
60.5	Strains	par_all	1
4Q2-72	Strains	rec	1
LTS-290	Strains	ref_no_rec	1
jegathesan 367	Strains	ref_no_rec	5
jegathesan 367	Strains	par_strict	5
jegathesan 367	Strains	par_all	5
jegathesan 367	Strains	both	5
jegathesan 367	Strains	ref_no_rec	5
jegathesan 367	Strains	ref_no_rec	5
jegathesan 367	Strains	par_strict	5
jegathesan 367	Strains	par_all	5
BtI109P	Strains	par_strict	1
BtI109P	Strains	par_all	1
92-KU-149-8	Strains	par_strict	1
92-KU-149-8	Strains	par_all	1
HD868	Strains	ref_no_rec	4
HD868	Strains	par_all	4
HD868	Strains	both	4
HD868	Strains	ref_no_rec	4
HD868	Strains	ref_no_rec	4
higo	Strains	ref_no_rec	4
higo	Strains	par_strict	4
higo	Strains	par_all	4
higo	Strains	ref_no_rec	4
higo	Strains	ref_no_rec	4
CH18	Strains	ref_no_rec	2
CH18	Strains	ref_no_rec	2
BtS02072BG	Strains	par_strict	1
BtS02072BG	Strains	par_all	1
BtS02739C	Strains	ref_no_rec	2
BtS02739C	Strains	rec	2
nags3	Strains	par_strict	1
nags3	Strains	par_all	1
1218	Strains	ref_no_rec	2
1218	Strains	ref_no_rec	2
M2776	Strains	rec	1
VKPM B-6711	Strains	ref_no_rec	1
BTS02069AA	Strains	ref_no_rec	1
PS167P	Strains	par_strict	1
PS167P	Strains	par_all	1
Bt roskildiensis	Strains	par_strict	1
Bt roskildiensis	Strains	par_all	1
SKW01-10.2-06	Strains	par_strict	1
SKW01-10.2-06	Strains	par_all	1
Semadara	Strains	ref_no_rec	2
Semadara	Strains	ref_no_rec	2
CAA890	Strains	ref_no_rec	1
HD567-61-9	Strains	rec	1
LBIT-1189	Strains	par_all	1
LBIT-113	Strains	ref_no_rec	1
LBIT-597	Strains	ref_no_rec	1
LBIT-976	Strains	ref_no_rec	1
LBIT-979	Strains	ref_no_rec	1
LBIT-980	Strains	par_strict	1
LBIT-980	Strains	par_all	1
PS17	Strains	ref_no_rec	2
PS17	Strains	ref_no_rec	2
DP7-F11	Strains	par_all	1
S811	Strains	ref_no_rec	1
BTS02618A	Strains	rec	1
yunnanensis	Strains	ref_no_rec	1
dakota	Strains	ref_no_rec	2
dakota	Strains	ref_no_rec	2
NRRL B-21941	Strains	par_all	1
NRRL B-21921	Strains	ref_no_rec	1
11-76	Strains	par_strict	1
11-76	Strains	par_all	1
mogi K4	Strains	ref_no_rec	5
mogi K4	Strains	rec	5
mogi K4	Strains	ref_no_rec	5
mogi K4	Strains	rec	5
mogi K4	Strains	ref_no_rec	5
kunthalaRX28	Strains	par_strict	1
kunthalaRX28	Strains	par_all	1
kunthalaRX27	Strains	par_strict	1
kunthalaRX27	Strains	par_all	1
A32	Strains	par_all	1
ATX14875	Strains	ref_no_rec	3
ATX14875	Strains	ref_no_rec	3
ATX14875	Strains	ref_no_rec	3
BTS01099E	Strains	ref_no_rec	2
BTS01099E	Strains	ref_no_rec	2
BTS02761A	Strains	ref_no_rec	1
ATX 13026	Strains	ref_no_rec	11
ATX 13026	Strains	ref_no_rec	11
ATX 13026	Strains	par_strict	11
ATX 13026	Strains	par_all	11
ATX 13026	Strains	both	11
ATX 13026	Strains	ref_no_rec	11
ATX 13026	Strains	ref_no_rec	11
ATX 13026	Strains	ref_no_rec	11
ATX 13026	Strains	ref_no_rec	11
ATX 13026	Strains	ref_no_rec	11
ATX 13026	Strains	par_strict	11
ATX 13026	Strains	par_all	11
ATX 13026	Strains	ref_no_rec	11
ATX 13026	Strains	ref_no_rec	11
pMP36	Strains	par_strict	1
pMP36	Strains	par_all	1
native Chilean Bt strain	Strains	par_strict	1
native Chilean Bt strain	Strains	par_all	1
BtC008	Strains	par_strict	1
BtC008	Strains	par_all	1
IC1	Strains	par_strict	1
IC1	Strains	par_all	1
Ly30	Strains	par_strict	2
Ly30	Strains	par_all	2
Ly30	Strains	par_all	2
native Taiwanese Bt strain	Strains	par_all	1
SK-729	Strains	par_all	1
HD-588	Strains	par_all	1
SK-783	Strains	par_all	1
SK-958	Strains	par_all	1
PS81RR1	Strains	par_strict	1
PS81RR1	Strains	par_all	1
BT8	Strains	par_all	1
UV17	Strains	par_strict	1
UV17	Strains	par_all	1
834	Strains	par_all	1
NRRL B-21940	Strains	par_strict	1
NRRL B-21940	Strains	par_all	1
LBIT-1217	Strains	par_strict	1
LBIT-1217	Strains	par_all	1
Bt012	Strains	par_strict	1
Bt012	Strains	par_all	1
S1451	Strains	par_strict	1
S1451	Strains	par_all	1
BP465	Strains	ref_no_rec	1
BF-4	Strains	ref_no_rec	1
NRRL B-21934	Strains	ref_no_rec	1
NRRL B-21943	Strains	par_strict	1
NRRL B-21943	Strains	par_all	1
LLB6	Strains	par_strict	2
LLB6	Strains	par_all	2
LLB6	Strains	par_strict	2
LLB6	Strains	par_all	2
CMBL-BT3	Strains	par_strict	1
CMBL-BT3	Strains	par_all	1
NRRL B-21944	Strains	par_strict	1
NRRL B-21944	Strains	par_all	1
CMBL-BT1	Strains	par_strict	2
CMBL-BT1	Strains	par_all	2
CMBL-BT1	Strains	par_strict	2
CMBL-BT1	Strains	par_all	2
CMBL-BT2	Strains	par_strict	2
CMBL-BT2	Strains	par_all	2
CMBL-BT2	Strains	ref_no_rec	2
Mm2	Strains	par_all	1
UTD-001	Strains	par_all	1
popilliae Hime	Strains	ref_no_rec	1
BUPM97	Strains	rec	1
L366	Strains	ref_no_rec	1
HBF-1	Strains	par_strict	1
HBF-1	Strains	par_all	1
BGSN1	Strains	par_strict	1
BGSN1	Strains	par_all	1
H23	Strains	ref_no_rec	1
Bt11	Strains	par_all	1
kunthalaRX24	Strains	par_strict	1
kunthalaRX24	Strains	par_all	1
S907	Strains	par_strict	1
S907	Strains	par_all	1
NEAU 161	Strains	par_strict	1
NEAU 161	Strains	par_all	1
SY-11	Strains	ref_no_rec	1
ATXl 5723	Strains	par_strict	1
ATXl 5723	Strains	par_all	1
G10-01A	Strains	par_strict	1
G10-01A	Strains	par_all	1
PS33F2	Strains	ref_no_rec	1
PS63B	Strains	rec	1
GCA_000161475.1	Assemblies	ref_no_rec	4
GCA_000161475.1	Assemblies	par_all	4
GCA_000161475.1	Assemblies	both	4
GCA_000161475.1	Assemblies	ref_no_rec	4
GCA_000161475.1	Assemblies	ref_no_rec	4
GCA_000161515.1	Assemblies	par_strict	2
GCA_000161515.1	Assemblies	par_all	2
GCA_000161515.1	Assemblies	par_strict	2
GCA_000161515.1	Assemblies	par_all	2
GCA_000161535.1	Assemblies	par_strict	1
GCA_000161535.1	Assemblies	par_all	1
GCA_000161555.1	Assemblies	ref_no_rec	4
GCA_000161555.1	Assemblies	rec	4
GCA_000161555.1	Assemblies	ref_no_rec	4
GCA_000161555.1	Assemblies	ref_no_rec	4
GCA_000161575.1	Assemblies	par_all	1
GCA_000161595.1	Assemblies	ref_no_rec	1
GCA_000161615.1	Assemblies	par_strict	2
GCA_000161615.1	Assemblies	par_all	2
GCA_000161615.1	Assemblies	par_strict	2
GCA_000161615.1	Assemblies	par_all	2
GCA_000161635.1	Assemblies	ref_no_rec	2
GCA_000161635.1	Assemblies	ref_no_rec	2
GCA_000161695.1	Assemblies	ref_no_rec	1
GCA_000161715.1	Assemblies	ref_no_rec	9
GCA_000161715.1	Assemblies	par_strict	9
GCA_000161715.1	Assemblies	par_all	9
GCA_000161715.1	Assemblies	rec	9
GCA_000161715.1	Assemblies	par_strict	9
GCA_000161715.1	Assemblies	par_all	9
GCA_000161715.1	Assemblies	par_strict	9
GCA_000161715.1	Assemblies	par_all	9
GCA_000161715.1	Assemblies	ref_no_rec	9
GCA_000161715.1	Assemblies	par_strict	9
GCA_000161715.1	Assemblies	par_all	9
GCA_000161715.1	Assemblies	par_all	9
GCA_000161715.1	Assemblies	par_all	9
GCA_000161735.1	Assemblies	ref_no_rec	2
GCA_000161735.1	Assemblies	ref_no_rec	2
GCA_000190515.1	Assemblies	ref_no_rec	2
GCA_000190515.1	Assemblies	ref_no_rec	2
GCA_000193355.1	Assemblies	par_strict	5
GCA_000193355.1	Assemblies	par_all	5
GCA_000193355.1	Assemblies	par_strict	5
GCA_000193355.1	Assemblies	par_all	5
GCA_000193355.1	Assemblies	par_strict	5
GCA_000193355.1	Assemblies	par_all	5
GCA_000193355.1	Assemblies	par_strict	5
GCA_000193355.1	Assemblies	par_all	5
GCA_000193355.1	Assemblies	par_strict	5
GCA_000193355.1	Assemblies	par_all	5
GCA_000292455.1	Assemblies	par_strict	1
GCA_000292455.1	Assemblies	par_all	1
GCA_000292705.1	Assemblies	rec	4
GCA_000292705.1	Assemblies	ref_no_rec	4
GCA_000292705.1	Assemblies	ref_no_rec	4
GCA_000292705.1	Assemblies	ref_no_rec	4
GCA_000300475.1	Assemblies	par_strict	8
GCA_000300475.1	Assemblies	par_all	8
GCA_000300475.1	Assemblies	par_strict	8
GCA_000300475.1	Assemblies	par_all	8
GCA_000300475.1	Assemblies	ref_no_rec	8
GCA_000300475.1	Assemblies	ref_no_rec	8
GCA_000300475.1	Assemblies	ref_no_rec	8
GCA_000300475.1	Assemblies	ref_no_rec	8
GCA_000300475.1	Assemblies	par_strict	8
GCA_000300475.1	Assemblies	par_all	8
GCA_000300475.1	Assemblies	ref_no_rec	8
GCA_000338755.1	Assemblies	par_all	1
GCA_000341665.1	Assemblies	par_strict	6
GCA_000341665.1	Assemblies	par_all	6
GCA_000341665.1	Assemblies	par_strict	6
GCA_000341665.1	Assemblies	par_all	6
GCA_000341665.1	Assemblies	par_strict	6
GCA_000341665.1	Assemblies	par_all	6
GCA_000341665.1	Assemblies	par_strict	6
GCA_000341665.1	Assemblies	par_all	6
GCA_000341665.1	Assemblies	par_strict	6
GCA_000341665.1	Assemblies	par_all	6
GCA_000341665.1	Assemblies	par_strict	6
GCA_000341665.1	Assemblies	par_all	6
GCA_000387405.2	Assemblies	par_strict	5
GCA_000387405.2	Assemblies	par_all	5
GCA_000387405.2	Assemblies	par_strict	5
GCA_000387405.2	Assemblies	par_all	5
GCA_000387405.2	Assemblies	par_strict	5
GCA_000387405.2	Assemblies	par_all	5
GCA_000387405.2	Assemblies	par_strict	5
GCA_000387405.2	Assemblies	par_all	5
GCA_000387405.2	Assemblies	par_strict	5
GCA_000387405.2	Assemblies	par_all	5
GCA_000468975.2	Assemblies	par_strict	4
GCA_000468975.2	Assemblies	par_all	4
GCA_000468975.2	Assemblies	par_strict	4
GCA_000468975.2	Assemblies	par_all	4
GCA_000468975.2	Assemblies	par_strict	4
GCA_000468975.2	Assemblies	par_all	4
GCA_000468975.2	Assemblies	par_all	4
GCA_000468995.3	Assemblies	par_all	6
GCA_000468995.3	Assemblies	par_strict	6
GCA_000468995.3	Assemblies	par_all	6
